step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.212888571759718,0,0.0,1.0,0,0.0,0.9210752577767758,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9283348245614942,0,0.0,1.0,0,0.0,0.9253000522923487,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9509344831673272,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.773852653498361,0,0.0,0.9611630284444976,0,0.0,0.9764667806872055,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9312071331319625,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9842910476748701,0,0.0,0.9678027337954757,0,0.0,0.9239209946482289,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.927153394864332,0,0.0,1.0,0,0.0
15.0,2,3.0,0.075,12.298313823244973,0,0.0,0.9593309842838832,0,0.0,0.9703513438954621,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8813225001087855,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9773928182047534,0,0.0,0.9432702646021858,2,3.0,0.5048286718970921,0,0.0,0.9254349506426667,0,0.0,0.9456506163222003,0,0.0,1.0,0,0.0,0.7772085279201429,0,0.0,1.0,2,3.0
20.0,9,28.0,0.5957446808510638,10.3065031343989,2,3.0,0.7019400262305009,0,0.0,0.9501030822371618,0,0.0,1.0,0,0.0,1.0,1,3.0,0.7051904017254325,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9552229850721963,0,0.0,0.883017785634444,4,16.0,0.4382804829998545,0,0.0,0.9446279265175836,0,0.0,0.9357238571189933,0,0.0,0.9829857129219702,2,6.0,0.41401164178028793,0,0.0,1.0,9,28.0
25.0,13,85.0,1.25,9.928618447793443,2,13.0,0.7159569568355881,0,0.0,0.9440716464038594,0,0.0,0.9785282787800246,0,0.0,1.0,2,9.0,0.4451767706768394,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9635630744678485,0,0.0,0.9392371034194718,5,41.0,0.3604001989704012,0,0.0,0.959505720929994,0,0.0,0.9555252969760364,0,0.0,0.9706872576511842,4,22.0,0.312807206427068,0,0.0,0.9229669617535692,13,85.0
30.0,21,178.0,2.225,8.942612036031425,4,31.0,0.6439660312948211,0,0.0,0.7059382898470795,0,0.0,0.9476835204207658,0,0.0,0.9392166515864427,5,28.0,0.3466028696332297,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9849889012458621,0,0.0,0.9472737053349379,7,74.0,0.18455086518956898,0,0.0,0.9437284122910916,0,0.0,0.9415732931213388,0,0.0,0.9393703458103747,5,45.0,0.43420775094604447,0,0.0,0.9272949892626916,21,178.0
35.0,31,313.0,3.193877551020408,8.469053574733252,7,59.0,0.5182865296996504,3,11.0,0.5720164308093697,0,0.0,0.980518089492131,0,0.0,0.923647148205497,6,54.0,0.2987483216094963,0,0.0,0.9483723017912697,0,0.0,0.9499134618976364,0,0.0,1.0,0,0.0,0.9542634105401593,0,0.0,0.9473384156067045,9,118.0,0.26518693701714036,0,0.0,0.9482299738873337,0,0.0,0.9693106059122323,0,0.0,0.9694596436635741,6,71.0,0.37026781416226234,0,0.0,0.9422971960275509,31,313.0
40.0,35,413.0,3.7889908256880735,7.560092132988319,4,55.0,0.43174481528669606,5,31.0,0.47980616839826024,0,0.0,0.9225191454637687,0,0.0,0.945426522675589,8,90.0,0.2739784211077066,0,0.0,0.9509298640940348,0,0.0,0.9162923403427948,0,0.0,1.0,0,0.0,0.929698572240036,0,0.0,0.9502320343133419,10,170.0,0.2358968447392855,0,0.0,0.9677770283801935,0,0.0,0.9521189605271179,0,0.0,0.932770946155291,8,107.0,0.17033130023356272,0,0.0,0.9344141189621935,35,453.0
45.0,43,585.0,4.795081967213115,7.377171110844305,4,32.0,0.3510263944808163,6,57.0,0.4282712931764778,0,0.0,0.9483835074591269,0,0.0,0.9406443753627318,9,133.0,0.2346565772947393,0,0.0,0.9661462789132447,0,0.0,0.9755662654433556,0,0.0,0.9539958560499019,0,0.0,0.9113548787109759,0,0.0,0.9475465294836958,13,228.0,0.2822542530020248,0,0.0,0.9541925503212547,0,0.0,0.9236829855207848,0,0.0,0.9374319111035595,11,155.0,0.20446366877632163,0,0.0,0.9667912401653235,43,605.0
50.0,49,791.0,5.859259259259259,7.260599302973299,3,35.0,0.32960345140296454,8,95.0,0.3377206751559512,0,0.0,0.9751272176371213,0,0.0,0.9295335863667796,11,184.0,0.22517491092753567,0,0.0,0.934434534245249,0,0.0,0.9913092052633595,0,0.0,0.960506250499664,0,0.0,0.92298419242736,0,0.0,0.9592455837977008,15,299.0,0.2980113386188914,0,0.0,0.9616100144888713,0,0.0,0.9167372198371141,0,0.0,0.9231350541835928,12,212.0,0.1666707653650714,0,0.0,0.9705882204074271,49,825.0
55.0,61,1068.0,7.468531468531468,7.162645018807738,8,52.0,0.4180161597394523,8,137.0,0.4789289416410855,0,0.0,0.9370414899341838,0,0.0,0.935653223487517,15,249.0,0.06989320025129053,0,0.0,0.9525847569086735,0,0.0,0.9323726167122168,0,0.0,0.9456421898966852,0,0.0,0.9243246639339153,0,0.0,0.9590678538671963,16,374.0,0.19118836032617118,0,0.0,0.9497301474950216,0,0.0,0.9516342577877211,0,0.0,0.9428371515181393,14,276.0,0.26894736929245994,0,0.0,0.9654902389146008,61,1088.0
60.0,66,1387.0,8.778481012658228,7.289964895605308,10,98.0,0.4995293942293476,8,177.0,0.5416263799227159,0,0.0,0.917107918323206,0,0.0,0.9453816359777841,16,326.0,0.09460731255629384,0,0.0,0.9466830842693169,0,0.0,0.9511673387695979,0,0.0,0.9560572761916466,0,0.0,0.9805232653530249,0,0.0,0.952804213006415,17,457.0,0.11588843371214462,0,0.0,0.9530139364342364,0,0.0,0.9235065947274267,0,0.0,0.9513707267939772,15,349.0,0.3110325975943903,0,0.0,0.9361136208868905,66,1407.0
65.0,74,1742.0,10.493975903614459,6.67405981972516,11,150.0,0.4306632114547465,11,225.0,0.29934891176556777,0,0.0,0.9283896690694848,0,0.0,0.9373979887055907,17,409.0,0.20707799309169286,0,0.0,0.9552592681274584,0,0.0,0.9665499804528498,0,0.0,0.9431862183867256,0,0.0,0.97356196042307,0,0.0,0.9473410903454526,19,550.0,0.1013859613583508,0,0.0,0.9231029799761061,0,0.0,0.9761787512910205,0,0.0,0.9437257057784226,16,428.0,0.2432383433145015,0,0.0,0.9458301517066117,74,1762.0
70.0,83,2025.0,11.505681818181818,5.905012057939968,9,149.0,0.29503391429220766,15,294.0,0.24615482020748455,0,0.0,0.9079092250014913,0,0.0,0.9534286357933761,18,495.0,0.26288239886476406,0,0.0,0.9506967529644458,0,0.0,0.9119105790008479,0,0.0,0.9339571487643505,0,0.0,0.9457426853463129,0,0.0,0.9565395411181936,23,657.0,0.05822809887911998,0,0.0,0.9434313430946432,0,0.0,0.9596162973757306,0,0.0,0.958807472016576,18,513.0,0.06101419170916948,0,0.0,0.9362539057710342,83,2108.0
75.0,85,2363.0,13.201117318435754,5.708917456298459,3,97.0,0.3801594120676604,18,381.0,0.16278103229007324,0,0.0,0.9453775598678483,0,0.0,0.9439706266637478,21,597.0,0.16436324896715945,0,0.0,0.8810244074344826,0,0.0,0.951662870158951,0,0.0,0.93980259031412,0,0.0,0.952585311752259,0,0.0,0.9217379039797612,23,774.0,0.23736567735571348,0,0.0,0.9514473117173073,0,0.0,0.9509348012774334,0,0.0,0.9200837071213437,20,607.0,0.046796745959645225,0,0.0,0.9829730719310243,85,2456.0
80.0,91,2808.0,14.625,6.189778474406801,3,37.0,0.5789319011865918,20,476.0,0.15950387693997675,0,0.0,0.9591242663550533,0,0.0,0.9026630638268166,23,710.0,0.09121676540173684,0,0.0,0.9360211865782972,0,0.0,0.9477604570968557,0,0.0,0.9398558686680789,0,0.0,0.9602177297463776,0,0.0,0.9771669334296366,25,896.0,0.2988977558211971,0,0.0,0.9295968586832439,0,0.0,0.9622267145140887,0,0.0,0.9321035813226538,20,707.0,0.0008108467055141615,0,0.0,0.943683616068131,91,2826.0
85.0,98,3247.0,15.916666666666666,6.0616532552522155,2,26.0,0.4548243324267541,20,580.0,0.20681096951126798,0,0.0,0.9744108572437788,0,0.0,0.9114896794542041,25,829.0,0.06651335014662853,0,0.0,0.9343851684482769,0,0.0,0.9272918028561898,0,0.0,0.9458070588828299,0,0.0,0.9256149092251467,0,0.0,0.9613811047844447,30,1031.0,0.17731488398432071,0,0.0,0.9123160045833062,0,0.0,0.9683229087102851,0,0.0,0.9620909641760087,21,812.0,0.18759621622036132,0,0.0,0.9226843722812144,98,3278.0
