step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.443318230093384,0,0.0,0.952589225055587,0,0.0,0.9654958656297432,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9165120257637913,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9853776050588143,0,0.0,0.9433495021629056,0,0.0,0.9864802033311668,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9265293596576578,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.166522560677318,0,0.0,0.959631249401872,0,0.0,0.932341123059593,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9166707208505788,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9573643458210739,0,0.0,0.9412734487427225,0,0.0,0.9694108768297156,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9321713625548202,0,0.0,1.0,0,0.0
15.0,2,4.0,0.09523809523809523,11.38783605941781,0,0.0,0.6594910918628278,0,0.0,0.9610439255590988,0,0.0,1.0,0,0.0,1.0,1,2.0,0.3714059776211174,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9467391334915631,0,0.0,0.9653916539050621,0,0.0,0.7140786230773708,0,0.0,0.9309917312594865,0,0.0,0.9899672152854501,0,0.0,1.0,1,2.0,0.7680925690171085,0,0.0,1.0,2,4.0
20.0,9,36.0,0.6428571428571429,9.759604392406453,4,12.0,0.5111198119568734,0,0.0,0.9599743894425717,0,0.0,1.0,0,0.0,1.0,2,10.0,0.38351076920149474,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9513147634572706,0,0.0,0.9616641396760781,2,7.0,0.31667405248979535,0,0.0,0.9207081202451288,0,0.0,0.9291086301280312,0,0.0,0.9303222132592804,1,7.0,0.42823010994965643,0,0.0,1.0,9,36.0
25.0,18,115.0,1.6428571428571428,10.015864891142142,6,39.0,0.612778051163843,0,0.0,0.9391701424272588,0,0.0,0.9932550881873634,0,0.0,1.0,3,25.0,0.4855779692661777,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9525949468731709,0,0.0,0.9442873327426797,5,28.0,0.3654287900744611,0,0.0,0.9443316835848993,0,0.0,0.9579746208524178,0,0.0,0.9510729355978301,4,23.0,0.4317546955102256,0,0.0,0.9309917312594865,18,115.0
30.0,21,211.0,2.573170731707317,9.20267083002299,7,71.0,0.4868703936715401,0,0.0,0.9271752582225138,0,0.0,0.9432200732307657,0,0.0,0.9776354638419222,3,40.0,0.165381326108949,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9373581729278966,0,0.0,0.8990731896469225,5,53.0,0.3396612264807889,0,0.0,0.9342364258559511,0,0.0,0.9381808934374697,0,0.0,0.9543880986064943,6,47.0,0.2829860526798438,0,0.0,0.9740100338911533,21,211.0
35.0,25,239.0,2.320388349514563,8.740660304779837,4,66.0,0.397764281668028,0,0.0,0.8735812387102516,0,0.0,0.954393860963278,0,0.0,0.945096911521766,6,66.0,0.3200242683515691,0,0.0,0.9309917312594865,0,0.0,0.9466914024953857,0,0.0,1.0,0,0.0,0.947597493535138,0,0.0,0.8853150172368626,8,88.0,0.3845928813985007,0,0.0,0.9162210963886726,0,0.0,0.9491660783531481,0,0.0,0.9378458664597875,7,78.0,0.2568338252339491,0,0.0,0.9587666795078356,25,298.0
40.0,29,359.0,2.9916666666666667,8.865808216768992,3,26.0,0.5824390290580682,3,4.0,0.583707411234427,0,0.0,0.9326043986147445,0,0.0,0.9260728416769634,6,96.0,0.43047535896608674,0,0.0,0.9405455912009888,0,0.0,0.9581668273414031,0,0.0,1.0,0,0.0,0.9194896566044735,0,0.0,0.9372845377589375,9,131.0,0.4322900864906245,0,0.0,0.9556985262900813,0,0.0,0.9368845627926367,0,0.0,0.918223270220814,8,118.0,0.255493745769656,0,0.0,0.905265594536156,29,375.0
45.0,39,533.0,4.196850393700787,8.195830891815678,4,32.0,0.5427653279054614,4,23.0,0.3734903747145624,0,0.0,0.9574470014613006,0,0.0,0.9360202134520439,7,130.0,0.28609230377256706,0,0.0,0.9924805095493708,0,0.0,0.9694922251084845,0,0.0,0.8900178032487552,0,0.0,0.9372221663895287,0,0.0,0.9609626510654421,13,185.0,0.4632411434027382,0,0.0,0.9159826317213176,0,0.0,0.9443298640443665,0,0.0,0.912416556078206,11,167.0,0.11420000323996407,0,0.0,0.8818160443525117,39,537.0
50.0,50,759.0,5.460431654676259,7.798841747461265,7,62.0,0.31592235020487347,4,43.0,0.0,0,0.0,0.9153806743652879,0,0.0,0.9469239699318125,11,177.0,0.2355469222877096,0,0.0,0.8676743337145423,0,0.0,0.9513478780388702,0,0.0,0.9194905967061394,0,0.0,0.9480722592716561,0,0.0,0.9515360589433471,15,250.0,0.3922231631319271,0,0.0,0.9207502756957991,0,0.0,0.9762212891799736,0,0.0,0.9394240489030711,13,227.0,0.30287513888156287,0,0.0,0.9479191083367253,50,759.0
