step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.799339691225004,0,0.0,0.9557647845678093,0,0.0,0.9156281931029355,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9305452723082115,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9635983789921192,0,0.0,0.9708529463916046,0,0.0,0.9507798309587427,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9725198520456533,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.547476491937308,0,0.0,0.9566415060413035,0,0.0,0.9588737697510074,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9736467685019442,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9584161099687863,0,0.0,0.9600023409048932,0,0.0,0.913646276656614,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9789048753486035,0,0.0,1.0,0,0.0
15.0,3,5.0,0.10869565217391304,11.135457540956914,1,1.0,0.7903499036912845,0,0.0,0.9585928161548198,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5958055268697643,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9403596331214225,0,0.0,0.9668155910060019,1,2.0,0.647875009724115,0,0.0,1.0,0,0.0,0.9729664630521844,0,0.0,0.9699337156359341,1,2.0,0.738188170526899,0,0.0,1.0,3,5.0
20.0,10,34.0,0.5666666666666667,9.815817760068974,1,4.0,0.6291172516685793,0,4.0,0.7352791830246437,0,0.0,1.0,0,0.0,0.9925474950198246,3,11.0,0.5664588744863494,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9856820389168375,0,0.0,0.9814244395230532,4,14.0,0.40700306625822913,0,0.0,0.939689923117484,0,0.0,0.9341996101962535,0,0.0,0.9670947555652262,2,8.0,0.574459689841598,0,0.0,1.0,10,41.0
25.0,16,102.0,1.3783783783783783,9.627251382183193,3,13.0,0.5673006638266395,0,4.0,0.9077539938773705,0,0.0,0.9910197883780234,0,0.0,0.9624231981345791,4,29.0,0.4972089340682379,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9891331560442209,0,0.0,0.9568983571848253,5,38.0,0.3962471431955564,0,0.0,0.946962020774749,0,0.0,0.9211838657336384,0,0.0,0.9570520432562717,4,22.0,0.481753501743938,0,0.0,1.0,16,106.0
30.0,22,200.0,2.247191011235955,9.080114411991007,5,33.0,0.51265910380315,0,4.0,0.922959514929423,0,0.0,0.9601312953144602,0,0.0,0.9697378375812491,6,56.0,0.28966871006824857,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9404053384815743,0,0.0,0.9332637346488912,0,0.0,0.9639112371191921,6,65.0,0.2362896813509959,0,0.0,0.9724057448420254,0,0.0,0.8744691246302182,0,0.0,0.9580917808855277,5,46.0,0.44031553056713063,0,0.0,0.9156281931029355,22,204.0
35.0,32,339.0,3.2596153846153846,8.042378933034428,6,63.0,0.5645084111509078,1,6.0,0.6732579054020783,0,0.0,0.8900324864617076,0,0.0,0.9584815155723729,9,95.0,0.1437080723537129,0,0.0,1.0,0,0.0,0.9729664630521844,0,0.0,0.966626598067291,0,0.0,0.9309749218713619,0,0.0,0.9702636516141302,8,102.0,0.26482548772016923,0,0.0,0.8742724285414641,0,0.0,0.9744055813645968,0,0.0,0.9593904114575793,8,77.0,0.2967387510490573,0,0.0,0.9588737697510074,32,343.0
40.0,46,545.0,4.61864406779661,7.075966794830389,8,99.0,0.4439307062491135,6,28.0,0.3296481363575093,0,0.0,0.9133225225844191,0,0.0,0.9523249117178159,12,151.0,0.2443753310255208,0,0.0,1.0,0,0.0,0.9424577874503915,0,0.0,0.953983204962249,0,0.0,0.9741174895312531,0,0.0,0.9477854461684697,10,147.0,0.14709256963819495,0,0.0,0.945331155053831,0,0.0,0.9255410727453908,0,0.0,0.9393070745921367,10,124.0,0.23131857702346453,0,0.0,0.9410352454552893,46,549.0
45.0,61,824.0,6.290076335877862,6.3041049968668315,13,152.0,0.3271878772319577,11,76.0,0.30806201072501693,0,0.0,0.9194231420321166,0,0.0,0.9165595075276229,13,215.0,0.10273451111386095,0,0.0,0.939689923117484,0,0.0,0.9422728897464905,0,0.0,0.9681894218007803,0,0.0,0.929539306257598,0,0.0,0.9571810514603772,11,202.0,0.2621242985815592,0,0.0,0.9556747534625253,0,0.0,0.9442177776770156,0,0.0,0.9333166851669548,13,183.0,0.14516199509809255,0,0.0,0.9599090324461587,61,828.0
50.0,67,1019.0,7.027586206896552,6.377231026038919,9,159.0,0.4277391748375163,13,140.0,0.28575530848400754,0,0.0,0.963609786989144,0,0.0,0.9310846792165123,16,292.0,0.05334774073634773,0,0.0,0.946962020774749,0,0.0,0.8471869649248687,0,0.0,0.9739308856793052,0,0.0,0.9744619699705752,0,0.0,0.917318805889279,13,268.0,0.27305650213859,0,0.0,0.9625038501827344,0,0.0,0.9418643720118056,0,0.0,0.9741577346163875,16,256.0,0.08634680063432562,0,0.0,0.9412028669305853,67,1115.0
55.0,68,1259.0,8.33774834437086,5.935674171278629,3,94.0,0.39825162248310403,15,210.0,0.2255452033731864,0,0.0,0.9753528629077961,0,0.0,0.9272576199828405,16,372.0,0.032949916539634506,0,0.0,0.9705256279579556,0,0.0,0.8289059780571255,0,0.0,0.908400925254256,0,0.0,1.0,0,0.0,0.8991578343546383,16,340.0,0.2505724336540831,0,0.0,0.9313131304927312,0,0.0,0.9470576031312417,0,0.0,0.9374891460570356,18,338.0,0.09079496053369059,0,0.0,0.9544443466706851,68,1354.0
60.0,78,1630.0,10.061728395061728,6.280910073318373,6,52.0,0.3371401716252364,16,290.0,0.18908182476615115,0,0.0,0.9878122663307092,0,0.0,0.9584743024021244,17,454.0,0.17068032123049656,0,0.0,0.9399437300567038,0,0.0,0.9248377313242139,0,0.0,0.9305478060410641,0,0.0,1.0,0,0.0,0.9576858449615967,20,436.0,0.3350350806239497,0,0.0,0.9179747910598646,0,0.0,0.9685771223514728,0,0.0,0.9568995952645898,19,429.0,0.11025468166612538,0,0.0,0.9606337862564673,78,1661.0
65.0,80,1981.0,11.385057471264368,6.174307001274204,5,62.0,0.41265828602206595,16,374.0,0.2097167817718703,0,0.0,0.9592429566161936,0,0.0,0.9290872024186314,18,540.0,0.10805154548772125,0,0.0,0.9590582114809749,0,0.0,0.9765342958552672,0,0.0,0.9427241901260712,0,0.0,0.9509963430585544,0,0.0,0.9643105137368225,21,536.0,0.23724613987081797,0,0.0,0.9415022311941383,0,0.0,0.9777390473118953,0,0.0,0.9418522055886331,20,527.0,0.17640437760017452,0,0.0,0.9537878029328405,80,2039.0
70.0,88,2393.0,13.076502732240437,6.279563908872591,6,62.0,0.4320274636292841,16,454.0,0.3978768118423094,0,0.0,0.931525706938108,0,0.0,0.9324798133486337,22,639.0,0.11080800905789283,0,0.0,0.9292523609510498,0,0.0,0.968540612328743,0,0.0,0.9244349768956037,0,0.0,0.9359639205447573,0,0.0,0.935397425985357,22,645.0,0.1474323227895855,0,0.0,0.9466495121163405,0,0.0,1.0,0,0.0,0.9353525624896777,22,634.0,0.2994694265353933,0,0.0,0.9374140032819657,88,2434.0
75.0,93,2800.0,15.053763440860216,5.280560164967886,6,56.0,0.29677407070078304,17,535.0,0.234889385870586,0,0.0,0.9916473766425721,0,0.0,0.9267656436501238,24,756.0,0.10716654059978539,0,0.0,0.9306977086494428,0,0.0,0.9124330312363684,0,0.0,0.95616820121183,0,0.0,0.9320589935751784,0,0.0,0.9294956812894818,24,764.0,0.06351590051316959,0,0.0,0.9569387957407827,0,0.0,0.9576877056606047,0,0.0,0.9353927443266044,22,744.0,0.28226447655595943,0,0.0,0.9646158970396073,93,2855.0
80.0,104,3289.0,17.219895287958114,5.378263824455316,6,46.0,0.4406879897545683,22,633.0,0.1697430437924939,0,0.0,1.0,0,0.0,0.9248942849099289,27,889.0,0.14890462872946966,0,0.0,0.9430211696564247,0,0.0,0.9705685397069267,0,0.0,0.9247231884973056,0,0.0,0.9538904911386493,0,0.0,0.932815981338153,24,884.0,0.19531290763395862,0,0.0,0.9550818500535534,0,0.0,0.928110877177577,0,0.0,0.9736105317113817,25,862.0,0.18201747078199937,0,0.0,0.924395962839569,104,3314.0
85.0,112,3831.0,19.348484848484848,5.452670264280414,8,74.0,0.3795272064659437,23,748.0,0.10957064574620091,0,0.0,0.9470067472825316,0,0.0,0.9182020459394246,28,1027.0,0.18223667603483207,0,0.0,0.9735997964594262,0,0.0,0.9311396003320555,0,0.0,0.9330628308192982,0,0.0,0.9492296045071346,0,0.0,0.9613119888976689,27,1010.0,0.2663323578672627,0,0.0,0.9433202403922261,0,0.0,0.9534889290944292,0,0.0,0.9497687237175412,26,988.0,0.145460763559786,0,0.0,0.9622903445859166,112,3847.0
90.0,110,4310.0,19.953703703703702,5.619133953368295,4,72.0,0.5104735880190929,23,867.0,0.20608368459851092,0,0.0,0.9479199526039621,0,0.0,0.9270291955697336,29,1172.0,0.19181271998256402,0,0.0,0.9377932701537759,0,0.0,1.0,0,0.0,0.9412247713527563,0,0.0,0.9795468184488667,0,0.0,0.9633304121465577,27,1143.0,0.2172134464859763,0,0.0,0.9310800169537428,0,0.0,0.9538764291102574,0,0.0,0.9232629768742514,27,1120.0,0.1141054102260962,0,0.0,0.9345583566027202,110,4374.0
95.0,117,4858.0,21.6875,5.415473078562335,3,31.0,0.48280904036551464,23,982.0,0.25394675406952566,0,0.0,0.9668158184153093,0,0.0,0.9562638627675343,30,1319.0,0.16497825133801283,0,0.0,0.9456562236807425,0,0.0,1.0,0,0.0,0.9278648066014259,0,0.0,0.9483461667236179,0,0.0,0.9398274842267851,31,1292.0,0.09177705717844777,0,0.0,0.967788358076032,0,0.0,0.9749084472269501,0,0.0,0.9682919880650089,30,1266.0,0.23786739676416144,0,0.0,0.9660838997286216,117,4890.0
100.0,129,5454.0,23.0126582278481,4.90516519053871,1,19.0,0.4054815061837709,26,1103.0,0.13817783049713458,0,0.0,0.9550950291891789,0,0.0,0.9485036997923,35,1483.0,0.08506636107190936,0,0.0,0.9548155076662902,0,0.0,0.9835298491191581,0,0.0,0.9831492806921147,0,0.0,0.9136442448190215,0,0.0,0.962970195465392,33,1457.0,0.04878842010380064,0,0.0,0.9518138566960019,0,0.0,0.9672117250334904,0,0.0,0.969355839831942,34,1425.0,0.17709394740457138,0,0.0,0.9791597436961709,129,5487.0
105.0,144,6142.0,25.380165289256198,4.9302430643773665,7,37.0,0.5282898284536726,30,1247.0,0.08700461564720705,0,0.0,0.9541067559127394,0,0.0,0.9437840074703941,36,1661.0,0.11762202233856192,0,0.0,0.9420496324612113,0,0.0,0.960065458855579,0,0.0,0.9541917841583696,0,0.0,0.9356985508112725,0,0.0,0.9575423066857135,36,1627.0,0.11108431134626263,0,0.0,0.9043281967543987,0,0.0,0.9686830982850432,0,0.0,0.9691904882669847,35,1597.0,0.1194188363942901,0,0.0,0.9488859224422784,144,6169.0
110.0,147,6870.0,27.926829268292682,5.003063513731054,9,77.0,0.5318626184022354,30,1397.0,0.059494039352596104,0,0.0,0.9670759863107204,0,0.0,0.9070192045360927,36,1841.0,0.17390602602227945,0,0.0,0.9336688058004334,0,0.0,0.9583123633386204,0,0.0,0.9568380645852546,0,0.0,0.9530750592108519,0,0.0,0.9565257915531813,36,1807.0,0.20664246152590288,0,0.0,0.8770703412924782,0,0.0,0.9351407024602792,0,0.0,0.9318577238793573,36,1775.0,1.2875448665338096e-06,0,0.0,0.9478474841241415,147,6897.0
115.0,143,7527.0,30.473684210526315,4.72846659640483,5,79.0,0.3676882531153634,30,1551.0,0.10674088216344357,0,0.0,0.9384149036856213,0,0.0,0.966367265488961,36,2021.0,0.1528227386238511,0,0.0,0.9411477152407638,0,0.0,0.924144778550383,0,0.0,0.9637147524948543,0,0.0,0.9362040810461718,0,0.0,0.9456404953370683,36,1983.0,0.14353435221070093,0,0.0,0.8562206957480738,0,0.0,0.8714224809502849,0,0.0,0.9499179584893961,36,1955.0,0.07418810046903597,0,0.0,0.9062388266148577,143,7589.0
120.0,143,8197.0,33.05241935483871,4.623627991993636,4,56.0,0.3831055130420043,31,1702.0,0.11823293846581479,0,0.0,0.9658226212670231,0,0.0,0.953970361718876,36,2201.0,0.062321442000433484,0,0.0,0.9209836599876977,0,0.0,0.9506993637343071,0,0.0,0.9607318819005666,0,0.0,0.9824290140212931,0,0.0,0.9419914241309155,36,2163.0,0.06969813360374112,0,0.0,0.9513730897999157,0,0.0,0.8905205457025388,0,0.0,0.9407753203770176,36,2135.0,0.1679619510161352,0,0.0,0.8285007182194954,143,8257.0
125.0,157,8943.0,34.93359375,4.482182752061742,13,97.0,0.297499060192056,36,1867.0,0.0978692736034862,0,0.0,0.9045608144482156,0,0.0,0.9673386763171188,36,2381.0,0.05047086171114181,0,0.0,0.8547453225859559,0,0.0,0.9483057815594624,0,0.0,0.9695619000402105,0,0.0,0.9571317727069095,0,0.0,0.9450459191213612,36,2343.0,0.0,0,0.0,0.9552188589431394,0,0.0,0.9417784957929864,0,0.0,0.9574154251050093,36,2315.0,0.18134212632280075,0,0.0,0.9046816960446692,157,9003.0
130.0,156,9671.0,38.52988047808765,4.128493110334823,12,142.0,0.17855776084590327,36,2047.0,0.0955012169006747,0,0.0,0.9172584486618865,0,0.0,0.9406286779922294,36,2561.0,0.13350810120795706,0,0.0,0.8493856244693235,0,0.0,0.9717513274316728,0,0.0,0.9521060953600728,0,0.0,0.9385641812295056,0,0.0,0.9547699105812711,36,2527.0,0.0249467588502795,0,0.0,0.9601381676435938,0,0.0,0.9560712135778413,0,0.0,0.925890643137292,36,2495.0,0.10815100042753209,0,0.0,0.9949641565452616,156,9772.0
