sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.9895397020335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.60669597839861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,1,2.0,0.05405405405405406,12.367288539966715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,100.0,1,1.0,0.02,11.741814055162934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,125.0,3,9.0,0.13432835820895522,12.424370971784308,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,150.0,8,34.0,0.4,10.713771452439836,0,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
35.0,175.0,18,59.0,0.6020408163265306,8.935685060286424,0,3,2,0,0,1,0,0,0,3,3,0,1,2,3,0,0
40.0,200.0,22,110.0,0.9401709401709402,8.97972308407027,0,3,5,0,0,5,0,0,0,0,6,0,1,2,0,0,0
45.0,225.0,24,159.0,1.2230769230769232,8.136077531832447,0,5,1,1,0,5,0,1,0,2,6,0,3,0,0,0,0
50.0,250.0,25,79.0,0.5524475524475524,7.310037565869641,0,2,0,4,0,3,0,5,0,7,2,1,0,0,0,0,1
55.0,275.0,28,156.0,1.0,8.44647420341397,0,5,0,0,0,0,0,7,0,9,0,0,0,0,2,0,5
60.0,300.0,26,170.0,0.9770114942528736,9.301844184715582,0,6,1,2,0,0,0,1,0,3,0,3,1,0,2,0,7
65.0,325.0,38,275.0,1.4864864864864864,8.567777011458569,0,9,2,3,0,0,3,0,0,1,0,4,2,1,2,0,11
70.0,350.0,45,257.0,1.3112244897959184,7.693352758452722,0,6,4,7,0,0,7,0,1,4,0,0,1,4,2,2,7
75.0,375.0,34,183.0,0.8714285714285714,7.850452195462934,0,3,3,5,1,1,4,0,1,4,1,0,1,5,2,3,0
80.0,400.0,30,132.0,0.5972850678733032,8.339021107124047,0,8,5,0,4,2,0,0,1,4,3,0,0,0,1,0,2
85.0,425.0,35,177.0,0.7797356828193832,8.602390228490453,0,4,5,0,5,5,0,0,0,7,0,1,0,0,0,2,6
90.0,450.0,29,169.0,0.7316017316017316,7.897970584832339,0,3,5,6,0,4,0,0,0,5,0,0,0,0,0,2,4
95.0,475.0,31,149.0,0.6313559322033898,7.854370459281835,0,4,0,6,0,3,0,5,0,6,0,3,0,1,0,2,1
100.0,500.0,54,311.0,1.2958333333333334,7.960126014826871,0,6,0,5,0,4,0,11,1,7,0,5,2,5,0,1,7
105.0,525.0,36,180.0,0.7317073170731707,7.84509123523694,0,2,2,8,0,2,0,5,1,3,1,0,2,4,0,2,4
110.0,550.0,48,221.0,0.8532818532818532,8.008130148446304,0,5,2,13,1,7,4,0,3,1,3,0,3,0,0,4,2
115.0,575.0,67,381.0,1.4597701149425288,7.890433218052599,0,8,9,10,5,8,8,0,3,5,0,0,3,0,0,2,6
120.0,600.0,52,325.0,1.2218045112781954,7.435585565473959,0,6,10,2,6,4,2,0,3,6,0,2,3,0,0,3,5
125.0,625.0,41,306.0,1.108695652173913,8.187535292689363,0,5,10,7,0,7,0,0,3,4,0,1,0,1,0,3,0
130.0,650.0,54,411.0,1.437062937062937,8.40512132916518,0,6,4,11,0,8,0,2,3,6,0,2,5,3,1,1,2
135.0,675.0,43,270.0,0.9608540925266904,6.8672938623784185,0,2,3,5,0,8,1,1,2,3,1,5,7,2,1,2,0
140.0,700.0,43,197.0,0.686411149825784,6.999824797085047,0,3,5,4,0,2,1,0,8,0,7,1,2,0,0,8,2
145.0,725.0,60,324.0,1.1134020618556701,7.786719233038764,0,4,1,10,0,4,6,0,9,1,6,0,0,0,0,12,7
150.0,750.0,59,366.0,1.2240802675585285,7.091010679517795,0,1,7,5,3,6,7,0,9,1,2,1,0,2,1,11,3
155.0,775.0,65,394.0,1.335593220338983,7.058191572433094,0,3,10,5,7,2,7,2,3,3,3,7,0,6,3,4,0
160.0,800.0,93,690.0,2.4041811846689893,6.771761260718447,0,5,10,11,12,7,7,6,0,5,5,5,2,12,4,2,0
165.0,825.0,67,535.0,1.8838028169014085,5.470017663841453,0,0,8,5,6,9,11,6,5,1,3,3,1,6,0,2,1
170.0,850.0,59,363.0,1.2692307692307692,6.353159909965266,0,1,5,0,0,9,10,6,3,0,7,4,6,2,3,2,1
175.0,875.0,64,465.0,1.5604026845637584,7.640774496107127,0,1,1,0,0,9,7,10,0,0,12,0,7,8,8,1,0
180.0,900.0,59,410.0,1.3311688311688312,7.2370856027970705,0,4,1,1,2,5,10,6,1,1,6,2,7,3,4,5,1
185.0,925.0,62,349.0,1.1405228758169934,6.592125805540152,0,0,1,5,4,4,12,6,0,2,2,6,1,5,7,7,0
190.0,950.0,87,562.0,1.8246753246753247,6.988174788003705,0,1,4,11,1,6,8,7,0,6,4,3,0,11,9,10,6
195.0,975.0,64,448.0,1.4933333333333334,7.3557665345679375,0,2,4,7,2,4,0,7,0,3,5,2,0,6,5,6,11
200.0,1000.0,59,355.0,1.2412587412587412,7.272639353051982,0,3,6,2,7,8,1,1,0,3,7,4,2,1,7,0,7
205.0,1025.0,73,432.0,1.5,6.760642043016238,0,3,5,2,12,11,5,0,0,3,4,7,5,4,8,2,2
210.0,1050.0,51,265.0,0.9044368600682594,6.59277832666622,0,5,5,2,7,5,5,2,0,1,4,1,0,7,2,3,2
215.0,1075.0,55,249.0,0.8383838383838383,7.008534535060802,0,7,6,2,7,2,5,3,0,3,4,0,0,7,0,6,3
220.0,1100.0,94,526.0,1.713355048859935,6.783111784823537,0,10,3,7,9,4,9,9,0,5,2,1,0,13,2,11,9
