sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,14.262359886380027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.676916097264288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,0,0.0,0.0,12.582319617200872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,100.0,4,10.0,0.20408163265306123,10.111619890378815,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
25.0,125.0,9,34.0,0.5483870967741935,9.648763951048167,0,1,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0
30.0,150.0,18,102.0,1.2289156626506024,9.501541776814749,0,1,5,0,0,0,0,0,0,5,3,0,2,1,1,0,0
35.0,175.0,10,42.0,0.42424242424242425,8.845896648992326,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1
40.0,200.0,17,80.0,0.7142857142857143,8.345770942251965,0,4,4,1,0,0,0,0,0,0,0,0,1,1,0,1,5
45.0,225.0,26,159.0,1.282258064516129,8.156252255429973,0,0,6,1,0,1,3,2,0,1,0,0,5,1,0,1,5
50.0,250.0,28,196.0,1.4411764705882353,6.930628025777162,0,0,8,1,0,2,5,3,0,1,0,0,4,0,0,3,1
55.0,275.0,29,188.0,1.2702702702702702,7.845585142368124,0,3,6,1,0,5,6,0,0,1,1,1,5,0,0,0,0
60.0,300.0,31,174.0,1.0481927710843373,8.640036373902774,0,5,1,0,0,6,0,0,0,0,4,2,12,0,0,0,1
65.0,325.0,20,90.0,0.5056179775280899,8.359584074888982,0,2,2,1,0,2,0,0,0,3,0,1,8,1,0,0,0
70.0,350.0,25,104.0,0.5252525252525253,9.054568967227661,0,3,0,6,0,0,0,0,1,5,0,5,0,4,0,0,1
75.0,375.0,30,171.0,0.8066037735849056,8.704940546326823,0,6,0,2,0,0,0,1,1,1,1,9,0,5,0,0,4
80.0,400.0,36,131.0,0.5954545454545455,7.6530666876836015,0,2,1,2,0,1,1,6,6,7,0,4,1,0,1,1,3
85.0,425.0,53,262.0,1.1391304347826088,7.291445797961835,0,5,2,2,0,2,1,0,9,8,3,4,6,0,2,4,5
90.0,450.0,52,388.0,1.6166666666666667,7.560835412637038,0,5,2,2,0,2,0,1,9,4,4,7,3,0,3,1,9
95.0,475.0,53,423.0,1.7625,7.516967029844043,0,5,3,4,0,3,1,1,3,4,0,9,6,0,3,1,10
100.0,500.0,53,425.0,1.7206477732793521,7.297592045915994,0,2,1,8,2,4,1,0,1,9,0,10,7,0,1,6,1
105.0,525.0,62,405.0,1.588235294117647,6.661518286224585,0,4,0,6,3,1,1,4,7,13,1,7,7,0,1,5,2
110.0,550.0,47,282.0,1.0804597701149425,6.317795071809239,0,5,0,4,5,0,0,4,6,8,0,3,1,0,3,5,3
115.0,575.0,48,279.0,1.0568181818181819,6.932851185322541,0,3,2,3,8,0,4,0,3,1,0,4,0,0,8,7,5
120.0,600.0,60,397.0,1.4280575539568345,7.144762375872352,0,2,0,1,9,1,10,2,8,0,2,1,2,0,8,9,5
125.0,625.0,80,543.0,1.89198606271777,6.621928494532646,0,4,1,6,3,0,11,7,12,2,4,6,6,0,6,11,1
130.0,650.0,69,566.0,1.9652777777777777,6.555157958788486,0,0,4,6,0,3,5,6,6,6,0,7,5,0,8,13,0
135.0,675.0,55,551.0,1.9131944444444444,7.419741678377674,0,1,7,2,2,6,0,3,2,6,0,9,1,0,2,14,0
140.0,700.0,59,514.0,1.8098591549295775,7.095651365552681,0,3,8,1,4,6,0,8,4,4,0,9,1,0,0,10,1
145.0,725.0,70,451.0,1.5936395759717314,6.995773160190627,0,0,9,1,8,8,2,9,4,6,1,7,0,0,2,6,7
150.0,750.0,80,658.0,2.437037037037037,6.855038376082478,0,1,11,2,10,11,8,4,4,7,2,0,0,0,1,10,9
155.0,775.0,80,744.0,2.828897338403042,6.294479867447074,0,2,13,6,4,6,12,6,4,9,5,0,0,1,0,9,3
160.0,800.0,67,501.0,1.8218181818181818,6.109261276484628,0,0,9,6,0,2,12,12,0,6,1,1,2,0,2,8,6
165.0,825.0,56,423.0,1.479020979020979,6.709211644009187,0,0,2,0,2,2,6,12,4,3,0,0,1,0,1,11,12
170.0,850.0,47,402.0,1.3910034602076125,7.635430576467454,0,1,0,0,1,4,1,8,7,4,0,1,0,0,1,13,6
175.0,875.0,44,372.0,1.314487632508834,7.72536133442196,0,0,2,0,0,7,1,8,2,2,1,3,1,1,2,14,0
180.0,900.0,65,426.0,1.5160142348754448,7.825371093661645,0,2,8,0,0,2,1,8,1,7,3,6,7,2,8,10,0
185.0,925.0,69,439.0,1.6199261992619927,7.177369714943284,0,4,12,1,0,2,1,4,3,7,6,1,6,2,13,7,0
190.0,950.0,74,572.0,2.2,6.38004817600414,0,0,16,7,0,2,1,8,3,12,7,3,0,1,7,7,0
195.0,975.0,78,512.0,1.9768339768339769,5.844831017643536,0,1,12,6,0,1,2,15,2,7,11,6,0,6,5,2,2
200.0,1000.0,84,531.0,2.0190114068441063,6.37536529409571,0,5,3,0,0,3,1,18,3,2,9,7,2,6,11,7,7
205.0,1025.0,72,647.0,2.302491103202847,6.974408481440636,0,0,2,1,0,5,0,18,3,3,3,1,5,6,5,9,11
210.0,1050.0,57,467.0,1.6159169550173011,6.313402714111082,0,3,2,6,2,0,1,12,0,2,2,4,4,6,0,5,8
215.0,1075.0,62,316.0,1.063973063973064,6.670150532278804,0,5,7,13,5,5,0,3,0,2,6,6,6,0,1,0,3
220.0,1100.0,91,532.0,1.7557755775577557,6.981262751537371,0,9,13,10,6,7,0,6,0,2,11,3,11,0,7,2,4
225.0,1125.0,86,677.0,2.226973684210526,6.130236660488219,0,5,15,2,0,2,1,6,0,4,12,6,11,0,12,6,4
230.0,1150.0,107,964.0,3.1710526315789473,6.042626974391826,0,2,15,7,0,2,6,6,0,10,6,12,11,5,19,2,4
235.0,1175.0,104,823.0,2.7072368421052633,5.660043809787043,0,5,11,12,0,4,5,8,0,6,3,17,6,4,18,2,3
240.0,1200.0,80,492.0,1.64,5.515460195546007,0,2,4,12,0,7,0,8,1,1,5,11,6,0,12,4,7
245.0,1225.0,72,431.0,1.4610169491525424,6.6447481106661686,0,4,7,3,0,8,0,4,7,3,1,3,11,0,9,1,11
250.0,1250.0,60,393.0,1.297029702970297,6.805263499600925,0,6,8,0,1,3,0,1,10,0,0,5,10,2,9,0,5
255.0,1275.0,56,328.0,1.0969899665551839,5.924229869215008,0,1,7,3,5,3,0,2,4,0,6,1,5,2,9,2,6
260.0,1300.0,84,499.0,1.6414473684210527,6.334477843840038,0,1,10,7,11,3,0,7,0,0,6,6,12,2,4,6,9
265.0,1325.0,110,801.0,2.57556270096463,6.21554912453652,0,4,10,11,13,0,2,10,0,1,3,12,12,3,7,12,10
270.0,1350.0,103,802.0,2.5141065830721003,5.637566873180965,0,0,10,11,9,2,5,9,0,2,4,11,7,3,11,13,6
275.0,1375.0,79,660.0,2.0245398773006134,6.663497684377264,0,1,12,7,3,4,11,4,0,2,5,4,5,5,5,7,4
280.0,1400.0,67,638.0,1.9691358024691359,7.392378914974672,0,3,14,1,3,0,5,0,0,1,0,7,11,10,4,2,6
285.0,1425.0,64,477.0,1.4722222222222223,6.6608265791699255,0,5,11,0,3,0,0,2,2,2,5,7,5,5,5,4,8
290.0,1450.0,68,287.0,0.8803680981595092,6.4229627650212455,0,4,3,5,7,1,6,8,2,7,10,8,0,1,0,3,3
295.0,1475.0,89,483.0,1.4461077844311376,6.309867446488956,0,4,0,11,13,0,8,10,2,4,6,14,0,2,1,7,7
300.0,1500.0,105,769.0,2.2684365781710913,6.589189143714494,0,5,0,6,12,1,5,10,2,4,6,17,1,8,7,13,8
305.0,1525.0,97,818.0,2.4201183431952664,6.057519126931144,0,0,1,2,6,3,10,5,4,6,8,17,7,8,4,8,8
310.0,1550.0,109,953.0,2.8878787878787877,6.226052954363407,0,1,6,6,11,6,10,3,0,11,9,11,12,7,6,2,8
315.0,1575.0,112,1011.0,3.1012269938650308,6.037339456530104,0,1,9,3,15,1,10,3,0,14,6,4,18,12,10,4,2
320.0,1600.0,101,994.0,3.0869565217391304,5.596488172055496,0,4,11,1,15,2,4,3,8,14,2,5,13,12,4,1,2
325.0,1625.0,96,942.0,2.91640866873065,6.081254736640411,0,0,13,6,13,6,0,2,13,18,2,7,3,8,0,3,2
330.0,1650.0,81,576.0,1.7560975609756098,5.863638193576924,0,3,8,8,8,6,1,4,13,13,1,3,1,1,2,9,0
335.0,1675.0,58,309.0,0.939209726443769,6.309724914325712,0,4,0,5,5,1,2,4,7,4,6,6,0,1,2,9,2
340.0,1700.0,68,402.0,1.2,7.3197026063311865,0,6,0,5,3,3,8,1,1,0,8,12,5,0,6,3,7
345.0,1725.0,91,633.0,1.9417177914110428,6.889033031804457,0,7,6,2,3,5,9,5,3,2,4,12,8,5,12,2,6
350.0,1750.0,74,555.0,1.750788643533123,6.077618763965346,0,3,4,0,5,1,3,8,2,8,1,12,7,6,12,2,0
355.0,1775.0,79,682.0,2.236065573770492,6.5844846537942825,0,2,1,1,10,5,0,3,6,13,1,12,9,7,2,7,0
360.0,1800.0,99,1019.0,3.351973684210526,6.891151958173772,0,2,3,1,15,11,1,3,6,11,1,12,12,11,2,7,1
365.0,1825.0,83,709.0,2.355481727574751,5.934039255655785,0,0,1,1,9,11,6,3,6,2,1,11,14,5,8,2,3
370.0,1850.0,75,442.0,1.4635761589403973,6.427559722129284,0,3,1,1,5,11,6,3,0,6,3,7,13,0,8,1,7
375.0,1875.0,83,665.0,2.1521035598705502,6.761301809711525,0,3,1,3,6,11,6,5,3,11,5,5,12,2,0,3,7
380.0,1900.0,69,490.0,1.5605095541401275,5.975256161469708,0,0,0,0,2,9,10,4,9,7,0,2,16,3,1,6,0
385.0,1925.0,76,529.0,1.6428571428571428,6.085826741407869,0,2,1,0,5,3,13,3,9,5,0,10,16,6,2,1,0
390.0,1950.0,93,681.0,2.069908814589666,6.872644480610696,0,6,1,0,12,3,7,2,9,6,0,11,11,13,3,8,1
395.0,1975.0,90,662.0,2.006060606060606,6.389473719429836,0,11,0,0,15,4,5,1,6,3,1,9,2,18,6,8,1
400.0,2000.0,101,824.0,2.5510835913312695,6.35698990163347,0,9,0,0,11,6,10,4,6,6,0,8,7,21,4,8,1
405.0,2025.0,64,686.0,2.170886075949367,6.885998298673712,0,2,0,0,3,6,5,4,0,8,1,6,4,16,0,8,1
410.0,2050.0,74,675.0,2.1496815286624202,6.910616610898444,0,4,0,0,2,11,1,3,3,8,6,3,6,8,0,13,6
415.0,2075.0,86,639.0,2.0221518987341773,6.275943598345194,0,1,0,4,2,6,1,6,3,8,9,7,12,6,0,12,9
420.0,2100.0,82,638.0,1.99375,6.057358574261924,0,7,2,5,1,0,0,7,1,8,3,13,8,9,2,6,10
425.0,2125.0,77,590.0,1.873015873015873,5.632594971400316,0,8,4,0,7,0,6,2,6,8,0,9,2,9,7,4,5
430.0,2150.0,101,602.0,1.8523076923076922,5.777083231844971,0,4,5,0,11,1,12,7,12,8,0,6,8,13,12,2,0
435.0,2175.0,105,688.0,2.053731343283582,5.566201649568557,0,4,2,1,11,6,7,10,14,6,2,6,8,14,6,7,1
440.0,2200.0,102,831.0,2.394812680115274,5.690047107184968,0,7,0,0,11,12,7,10,10,4,4,8,2,13,4,10,0
445.0,2225.0,116,1003.0,2.778393351800554,5.870839201886725,0,6,1,4,11,6,12,10,6,4,8,10,2,12,10,12,2
450.0,2250.0,122,1138.0,3.109289617486339,5.810417168432839,0,4,6,9,11,2,10,4,7,8,10,14,0,9,12,9,7
455.0,2275.0,103,870.0,2.430167597765363,5.880097945323795,0,5,12,9,5,7,0,0,9,8,8,11,0,8,7,9,5
460.0,2300.0,71,487.0,1.4198250728862973,6.538412894931416,0,1,7,9,0,9,7,0,5,2,1,4,0,15,6,5,0
465.0,2325.0,78,579.0,1.7387387387387387,7.279669504299294,0,1,5,5,0,10,12,1,0,2,1,6,0,19,7,8,1
470.0,2350.0,93,819.0,2.43026706231454,6.602578936367889,0,2,6,6,0,7,12,2,2,3,1,11,0,19,7,14,1
475.0,2375.0,96,932.0,2.765578635014837,5.677524997461921,0,0,8,11,4,2,6,4,6,2,2,13,1,19,2,15,1
480.0,2400.0,103,871.0,2.5617647058823527,5.75390242771809,0,1,6,11,10,2,0,4,5,8,3,13,1,18,6,8,7
485.0,2425.0,108,815.0,2.321937321937322,5.726446979465103,0,3,7,13,12,1,0,2,1,13,1,13,1,14,7,8,12
490.0,2450.0,88,601.0,1.6882022471910112,6.062798522449458,0,0,7,6,9,5,0,4,8,10,0,12,3,12,1,5,6
495.0,2475.0,83,524.0,1.4802259887005649,6.887090551901534,0,1,3,6,9,8,6,4,12,3,0,11,3,10,1,6,0
500.0,2500.0,78,581.0,1.6552706552706553,7.134058589679959,0,3,7,6,5,7,12,4,6,4,0,5,3,4,6,6,0
505.0,2525.0,86,654.0,1.8793103448275863,6.088503345465325,0,6,9,8,8,2,17,4,4,2,0,9,1,6,6,4,0
510.0,2550.0,112,652.0,1.8060941828254848,5.23972084984638,0,3,11,8,13,2,11,6,10,6,5,6,2,12,6,5,6
515.0,2575.0,109,649.0,1.763586956521739,5.889277789421995,0,2,7,4,12,2,5,8,6,10,7,4,2,13,7,9,11
520.0,2600.0,87,606.0,1.6927374301675977,6.701050935875442,0,3,1,7,2,4,6,9,0,18,4,4,2,6,3,12,6
525.0,2625.0,75,537.0,1.5169491525423728,6.881276740542846,0,1,1,6,1,7,11,9,1,13,0,3,2,6,5,9,0
530.0,2650.0,77,567.0,1.5706371191135735,6.716354821131484,0,3,1,6,6,4,12,9,2,3,0,7,2,9,8,5,0
535.0,2675.0,93,669.0,1.8429752066115703,6.382236262003388,0,7,1,9,7,6,12,3,6,5,0,9,7,7,8,6,0
540.0,2700.0,93,642.0,1.7445652173913044,6.064555453159578,0,3,0,9,6,9,8,0,11,1,2,12,7,7,9,9,0
545.0,2725.0,103,674.0,1.8216216216216217,5.920911837127975,0,4,3,3,8,9,3,0,18,7,6,8,3,8,12,10,1
550.0,2750.0,104,810.0,2.2131147540983607,6.081355862912626,0,8,6,2,2,9,2,2,18,7,11,2,7,2,14,6,6
555.0,2775.0,98,764.0,2.128133704735376,5.866239502565495,0,4,0,7,2,3,2,7,12,10,12,1,9,0,14,3,12
560.0,2800.0,99,681.0,1.860655737704918,5.766261134572668,0,4,0,7,7,2,7,7,3,15,6,7,5,4,14,4,7
565.0,2825.0,104,710.0,1.8832891246684351,6.048666744552588,0,5,0,5,8,3,14,7,1,12,1,8,7,10,17,6,0
570.0,2850.0,111,850.0,2.272727272727273,6.010002583471984,0,7,0,5,4,4,17,1,6,4,2,6,12,15,18,10,0
575.0,2875.0,112,829.0,2.258855585831063,5.558326582253258,0,9,2,1,9,2,11,0,4,6,5,11,13,17,16,6,0
580.0,2900.0,85,558.0,1.5807365439093484,6.143176712825658,0,4,4,0,10,6,1,0,8,10,3,7,7,11,13,1,0
585.0,2925.0,71,446.0,1.2965116279069768,7.1291711238371605,0,1,0,0,6,11,0,3,10,9,7,1,5,1,11,6,0
590.0,2950.0,75,504.0,1.5180722891566265,6.678375717876086,0,2,3,0,8,6,2,6,4,6,12,0,5,2,6,12,1
595.0,2975.0,81,478.0,1.4311377245508983,5.759843014038224,0,0,4,1,10,1,7,7,0,12,17,2,1,1,5,7,6
600.0,3000.0,86,522.0,1.5130434782608695,6.442737249649672,0,3,0,1,8,2,12,2,0,7,11,7,5,7,8,2,11
605.0,3025.0,77,497.0,1.4532163742690059,6.860118204017376,0,3,1,1,6,0,6,2,4,5,1,10,11,12,3,2,10
610.0,3050.0,79,485.0,1.4264705882352942,6.617832096362971,0,4,3,1,12,1,0,2,5,9,2,7,7,13,7,5,1
615.0,3075.0,75,499.0,1.4940119760479043,6.567420705838288,0,6,0,1,16,5,0,1,4,6,2,2,3,6,11,5,7
620.0,3100.0,84,521.0,1.5835866261398177,6.699238510540906,0,3,1,2,10,13,0,7,4,6,8,0,3,5,8,6,8
625.0,3125.0,75,466.0,1.4427244582043344,6.739737044622596,0,0,4,3,0,13,0,8,0,8,13,1,3,4,8,6,4
630.0,3150.0,79,644.0,1.9694189602446484,6.5829974370577,0,1,1,5,0,3,0,3,0,8,17,6,5,8,9,6,7
635.0,3175.0,100,757.0,2.2462908011869436,5.95954218450509,0,2,4,11,0,4,2,6,5,8,11,13,5,12,4,6,7
640.0,3200.0,102,821.0,2.4005847953216373,6.005522476190093,0,3,6,6,1,7,3,11,5,4,6,15,2,19,5,6,3
645.0,3225.0,107,961.0,2.809941520467836,6.247155259565357,0,7,9,1,7,8,3,5,6,4,8,12,2,21,6,7,1
650.0,3250.0,95,840.0,2.5,6.375956709090073,0,4,5,3,11,5,3,0,11,5,3,9,2,17,6,10,1
655.0,3275.0,67,540.0,1.6666666666666667,6.705441316064351,0,1,0,2,5,0,0,2,6,5,7,10,0,11,6,10,2
660.0,3300.0,46,347.0,1.084375,7.226491642728339,0,3,0,2,0,0,0,1,1,1,13,7,0,4,6,2,6
665.0,3325.0,68,340.0,1.0493827160493827,7.447441744615861,0,6,2,6,0,0,0,0,6,0,13,8,1,8,3,6,9
670.0,3350.0,78,465.0,1.4133738601823709,6.517877695436116,0,1,8,11,1,0,1,0,6,0,5,16,1,14,0,5,9
675.0,3375.0,83,543.0,1.6504559270516717,6.012187921906863,0,0,12,12,7,4,1,0,5,0,4,12,2,16,1,4,3
680.0,3400.0,95,632.0,1.9209726443768997,6.114377195623994,0,3,10,12,12,6,8,0,11,0,2,4,2,15,2,8,0
685.0,3425.0,91,681.0,2.0512048192771086,6.617468584267025,0,5,3,6,14,3,9,0,11,2,6,2,2,8,6,13,1
690.0,3450.0,85,753.0,2.2749244712990935,6.636137559497232,0,3,4,2,9,0,3,0,12,4,6,7,1,8,6,14,6
695.0,3475.0,81,782.0,2.3841463414634148,6.1511923972557,0,1,2,6,8,0,0,0,15,7,0,4,3,8,9,9,9
700.0,3500.0,89,846.0,2.532934131736527,6.800335548833854,0,3,4,8,8,0,0,0,11,9,6,4,3,8,13,3,9
705.0,3525.0,84,811.0,2.4427710843373496,6.540751528478467,0,2,6,7,8,1,2,2,2,6,8,6,3,11,8,4,8
710.0,3550.0,77,590.0,1.7771084337349397,6.276054783898384,0,4,6,13,8,2,6,7,2,2,2,4,0,11,0,6,4
715.0,3575.0,89,748.0,2.2598187311178246,7.007218164242731,0,7,4,16,8,2,12,8,2,2,4,0,3,7,0,7,7
720.0,3600.0,87,731.0,2.2084592145015107,6.821152986265118,0,7,5,14,7,5,14,8,0,2,5,2,3,4,0,4,7
725.0,3625.0,72,580.0,1.7469879518072289,5.874322187886078,0,10,4,10,7,2,14,2,0,1,1,3,5,7,1,1,4
730.0,3650.0,71,556.0,1.6746987951807228,6.027317873014945,0,5,2,10,7,7,14,0,0,4,3,4,4,8,2,1,0
735.0,3675.0,71,660.0,1.9469026548672566,7.000467444751812,0,2,2,8,4,8,15,0,1,6,4,7,0,6,6,1,1
740.0,3700.0,83,746.0,2.181286549707602,6.5014067409649705,0,4,2,13,8,8,15,0,0,6,1,4,2,8,7,4,1
745.0,3725.0,103,691.0,2.026392961876833,5.538362617229973,0,8,0,17,13,2,14,0,0,9,5,1,7,7,4,9,7
750.0,3750.0,121,953.0,2.8112094395280236,6.065481154870111,0,12,1,23,16,3,11,0,0,3,11,1,13,4,6,7,10
755.0,3775.0,102,1053.0,3.1432835820895524,6.265084946353457,0,10,3,24,17,3,7,0,1,0,8,1,10,4,6,3,5
760.0,3800.0,79,931.0,2.8212121212121213,5.992054430906562,0,4,2,24,16,0,7,0,1,0,2,1,5,1,9,4,3
765.0,3825.0,106,856.0,2.540059347181009,6.0997155557135585,0,5,7,20,12,2,12,1,1,8,5,0,10,9,9,1,4
770.0,3850.0,118,952.0,2.808259587020649,6.059824125216622,0,9,11,14,11,6,15,2,1,12,1,2,15,11,2,2,4
775.0,3875.0,105,917.0,2.697058823529412,6.3184327096141155,0,11,5,12,7,12,15,2,1,12,1,3,16,6,0,2,0
780.0,3900.0,81,746.0,2.2335329341317367,6.42462872838948,0,8,1,5,9,6,13,2,2,12,1,1,10,4,1,1,5
785.0,3925.0,80,707.0,2.1167664670658684,7.0447000034470175,0,4,4,3,4,1,11,2,2,13,1,5,6,5,6,2,11
790.0,3950.0,96,852.0,2.5508982035928143,7.028790398517014,0,3,1,6,7,3,11,5,2,11,1,12,6,7,8,3,10
795.0,3975.0,71,424.0,1.2507374631268438,5.798440793825841,0,4,2,6,10,2,6,3,3,7,0,13,2,2,10,0,1
800.0,4000.0,80,382.0,1.1402985074626866,5.973023770535683,0,2,5,6,9,8,6,7,7,2,1,7,8,4,7,0,1
805.0,4025.0,98,629.0,1.8664688427299703,7.079360793170688,0,0,7,7,4,13,7,12,7,5,3,3,12,10,7,0,1
810.0,4050.0,82,686.0,2.0,6.879416581779626,0,1,3,10,0,7,9,8,1,5,6,6,13,6,3,0,4
815.0,4075.0,79,563.0,1.6366279069767442,6.264494879297557,0,4,5,16,3,2,14,7,4,1,6,2,8,0,5,0,2
820.0,4100.0,92,686.0,2.0,6.335032732661389,0,6,2,17,7,5,8,8,10,2,6,7,1,0,5,1,7
825.0,4125.0,105,918.0,2.7240356083086055,6.480900159561426,0,2,4,17,10,7,5,8,6,6,11,14,1,0,2,1,11
830.0,4150.0,101,821.0,2.4954407294832825,6.15768856632006,0,3,4,13,10,3,6,2,6,12,10,14,1,2,2,1,12
835.0,4175.0,70,491.0,1.4969512195121952,6.612045391471892,0,4,4,8,3,0,2,0,7,6,7,7,3,7,6,0,6
840.0,4200.0,60,384.0,1.1566265060240963,6.987330934630248,0,1,2,11,3,7,2,0,7,0,8,3,1,8,7,0,0
845.0,4225.0,66,366.0,1.095808383233533,6.609890258816716,0,4,1,11,2,12,4,2,6,1,8,2,0,6,5,2,0
850.0,4250.0,82,511.0,1.529940119760479,6.5627650365450805,0,8,4,7,2,12,9,8,7,0,6,8,0,5,5,1,0
855.0,4275.0,92,548.0,1.611764705882353,6.149428792972109,0,5,6,13,4,7,11,8,12,1,6,11,0,1,1,1,5
860.0,4300.0,86,485.0,1.4477611940298507,5.875741792934951,0,3,2,10,4,1,11,2,12,6,11,11,1,7,0,1,4
865.0,4325.0,79,473.0,1.4119402985074627,6.460470701295286,0,6,0,2,7,3,10,0,6,13,7,7,1,10,2,0,5
870.0,4350.0,72,439.0,1.322289156626506,6.974240878249587,0,2,2,1,12,0,10,0,1,9,6,5,0,10,4,0,10
875.0,4375.0,78,606.0,1.8419452887537995,6.442660441592451,0,3,4,1,12,6,7,2,2,2,7,4,1,10,5,1,11
880.0,4400.0,96,699.0,2.1507692307692308,5.9257898309910395,0,5,4,7,6,12,7,7,5,3,9,7,6,7,5,0,6
885.0,4425.0,87,504.0,1.5507692307692307,5.911923173574694,0,1,8,13,2,6,6,8,7,2,4,9,12,5,0,1,3
890.0,4450.0,93,675.0,2.1360759493670884,6.416078538209066,0,1,9,18,7,1,2,2,12,5,7,10,12,0,0,2,5
895.0,4475.0,91,770.0,2.4522292993630574,6.541825423358067,0,4,12,13,8,2,3,0,8,10,12,5,12,2,0,0,0
