sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.106941273625871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.20782454761226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,2,3.0,0.0625,11.447844337928279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.0,100.0,2,4.0,0.06349206349206349,10.416243383113498,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,125.0,12,34.0,0.4358974358974359,9.744479890175333,0,4,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0
30.0,150.0,26,132.0,1.4666666666666666,8.596303891240913,0,6,8,0,0,0,0,0,0,1,5,1,0,3,2,0,0
35.0,175.0,17,110.0,1.0185185185185186,7.799569473543698,0,8,4,0,0,0,0,0,0,2,1,0,0,0,0,0,2
40.0,200.0,18,83.0,0.6859504132231405,8.736539968949234,0,5,3,0,0,0,0,0,0,3,0,3,0,0,0,0,4
45.0,225.0,24,127.0,0.9407407407407408,8.143428349339652,0,3,5,0,0,1,2,0,0,0,0,3,0,1,0,2,7
50.0,250.0,30,125.0,0.8389261744966443,7.572493418991258,0,5,1,0,2,6,4,4,0,0,2,0,1,0,0,3,2
55.0,275.0,20,90.0,0.5389221556886228,8.050312259238176,0,1,5,1,0,2,0,5,0,0,4,1,1,0,0,0,0
60.0,300.0,30,160.0,0.903954802259887,8.434205982100176,0,4,9,1,0,1,0,1,0,0,6,7,0,1,0,0,0
65.0,325.0,38,175.0,0.9210526315789473,8.178484155004094,0,7,6,1,0,1,0,3,0,1,4,5,2,6,2,0,0
70.0,350.0,24,99.0,0.4900990099009901,8.162123070787992,0,5,0,1,0,1,0,4,2,4,0,2,1,3,0,0,1
75.0,375.0,15,59.0,0.27699530516431925,8.807933040535628,0,2,5,0,0,3,0,0,2,0,0,2,0,0,0,0,1
80.0,400.0,38,157.0,0.6885964912280702,8.15310597316438,0,4,7,1,0,4,0,2,4,0,5,3,2,0,1,2,3
85.0,425.0,39,157.0,0.6541666666666667,6.906774616333314,0,1,7,5,0,0,0,6,8,0,0,1,2,2,1,1,5
90.0,450.0,39,165.0,0.6707317073170732,7.4006321559801025,0,5,10,2,0,0,0,6,3,0,2,4,0,2,0,2,3
95.0,475.0,57,347.0,1.3715415019762847,8.646469482082557,0,9,12,5,0,0,0,2,2,2,5,10,0,5,0,5,0
100.0,500.0,58,330.0,1.2547528517110267,7.358719113495593,0,7,9,6,0,2,1,4,2,4,1,5,2,7,2,4,2
105.0,525.0,25,87.0,0.32706766917293234,6.7448963071198484,0,2,9,1,1,2,0,0,0,1,0,3,1,1,2,2,0
110.0,550.0,50,257.0,0.9518518518518518,8.030469284466777,0,3,9,5,6,1,0,0,7,2,4,9,0,0,2,2,0
115.0,575.0,49,306.0,1.108695652173913,7.6563115089479705,0,1,4,9,1,2,0,0,11,2,2,12,2,0,0,1,2
120.0,600.0,53,256.0,0.920863309352518,6.64591900314064,0,6,8,6,0,0,2,2,5,0,3,11,6,2,0,2,0
125.0,625.0,65,298.0,1.0456140350877192,6.986737341867873,0,6,15,5,0,0,1,4,5,1,4,9,6,3,0,6,0
130.0,650.0,69,479.0,1.6404109589041096,7.276452909937533,0,8,12,9,1,3,0,2,5,5,5,8,0,5,1,5,0
135.0,675.0,63,368.0,1.2646048109965635,6.91903083247361,0,5,12,7,8,2,1,2,0,4,3,8,1,5,1,4,0
140.0,700.0,53,271.0,0.9186440677966101,6.847679969347459,0,3,9,4,9,1,0,1,2,4,3,3,7,0,1,4,2
