sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.669986760182528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.526832023458315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,1,3.0,0.08823529411764706,12.610328316351259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,100.0,1,1.0,0.021739130434782608,11.678119688779432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,125.0,6,16.0,0.26229508196721313,11.097476448707493,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.0,150.0,14,72.0,0.9230769230769231,9.872111836246125,0,1,7,0,0,0,0,0,0,1,0,2,0,2,1,0,0
35.0,175.0,4,14.0,0.15217391304347827,8.764794251978177,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
40.0,200.0,13,36.0,0.34285714285714286,8.910846402131446,0,3,2,0,0,1,0,0,0,0,0,2,2,0,0,2,1
45.0,225.0,32,143.0,1.153225806451613,8.704915705183343,0,5,4,2,0,3,0,0,0,3,3,4,0,0,0,7,1
50.0,250.0,15,58.0,0.40559440559440557,7.4843392383588805,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,6,0
55.0,275.0,24,97.0,0.60625,8.172432503285819,0,2,2,1,0,0,0,1,0,1,2,5,7,0,1,2,0
60.0,300.0,34,203.0,1.1404494382022472,8.623501135171098,0,4,6,1,0,0,0,0,0,4,0,8,6,2,1,2,0
65.0,325.0,31,134.0,0.7127659574468085,7.317196884152073,0,4,10,5,0,1,1,0,0,1,1,2,2,0,0,2,2
70.0,350.0,40,223.0,1.131979695431472,7.280942886555969,0,5,11,3,0,2,0,0,0,3,1,2,5,0,0,8,0
75.0,375.0,50,304.0,1.4339622641509433,7.942661369651005,0,6,6,0,0,5,0,0,0,4,1,7,6,0,0,13,2
80.0,400.0,31,145.0,0.6502242152466368,7.103316238570002,0,4,4,0,0,1,0,0,1,1,3,3,0,0,0,8,6
85.0,425.0,48,219.0,0.9358974358974359,6.99849156665168,0,6,4,2,0,2,0,2,1,3,0,4,0,4,0,8,12
90.0,450.0,49,294.0,1.2148760330578512,6.969890276956713,0,7,1,1,0,2,0,2,1,4,0,10,2,3,0,10,6
95.0,475.0,47,252.0,0.9921259842519685,6.972714405938698,0,4,7,0,0,2,1,4,0,8,1,6,5,3,0,4,2
100.0,500.0,54,272.0,1.0303030303030303,7.021360052941386,0,2,8,0,0,0,0,4,1,4,0,6,7,8,0,6,8
105.0,525.0,61,305.0,1.1380597014925373,6.75967652948341,0,3,6,0,0,2,2,0,6,2,2,8,8,5,0,10,7
110.0,550.0,48,274.0,0.9891696750902527,7.64282360571879,0,0,3,0,0,4,7,0,5,7,3,2,8,0,0,9,0
