sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.076550525267402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,12.989009850081684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,2,3.0,0.07317073170731707,11.112641105978554,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,100.0,7,26.0,0.45614035087719296,9.113322990420036,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
25.0,125.0,8,45.0,0.6338028169014085,9.865559166130495,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.0,150.0,9,28.0,0.3333333333333333,9.867501733898107,0,0,3,0,0,0,0,0,0,0,2,2,0,0,2,0,0
35.0,175.0,8,58.0,0.5918367346938775,10.141934588611614,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0
40.0,200.0,2,7.0,0.0625,10.31161480487242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45.0,225.0,14,50.0,0.3937007874015748,9.805345829198826,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,4,2
50.0,250.0,34,180.0,1.25,8.29925792381228,0,3,6,0,0,0,9,4,0,1,0,3,0,0,0,6,2
55.0,275.0,47,290.0,1.8709677419354838,6.67889817416594,0,3,6,0,2,0,11,5,1,3,0,5,1,1,1,6,2
60.0,300.0,55,460.0,2.690058479532164,6.803529824835585,0,7,2,0,2,0,13,0,1,5,2,6,1,3,6,5,2
65.0,325.0,69,771.0,4.190217391304348,7.019613264261871,0,8,4,0,2,0,15,2,0,7,5,7,1,4,7,5,2
70.0,350.0,51,575.0,2.9792746113989637,5.564143539515852,0,8,0,0,0,0,11,7,0,6,0,10,1,0,1,3,4
75.0,375.0,61,639.0,3.1019417475728157,6.4573622319482595,0,11,0,0,0,0,4,9,0,6,0,11,0,0,6,5,9
80.0,400.0,62,514.0,2.3577981651376145,6.911139081939838,0,5,0,0,0,0,6,9,0,12,0,9,0,0,7,5,9
85.0,425.0,48,413.0,1.7426160337552743,6.765408080880053,0,3,0,1,1,1,12,9,1,7,0,5,1,0,7,0,0
90.0,450.0,62,338.0,1.368421052631579,6.5556624563865125,0,4,2,4,5,2,8,4,2,8,0,5,7,7,2,2,0
95.0,475.0,76,401.0,1.56640625,6.146541380970802,0,3,7,4,7,6,6,6,0,10,1,2,4,11,5,2,2
100.0,500.0,95,641.0,2.400749063670412,6.160991211593177,0,7,9,4,5,1,6,12,4,10,3,8,7,6,8,0,5
105.0,525.0,81,522.0,1.9120879120879122,6.1644064059174175,0,10,7,2,1,0,0,6,5,8,1,12,12,0,2,4,11
110.0,550.0,74,517.0,1.9219330855018588,6.919027787437018,0,13,2,4,5,0,1,0,0,7,5,11,6,0,0,5,15
115.0,575.0,58,420.0,1.5384615384615385,7.545258203981042,0,11,2,4,2,2,1,0,0,10,6,9,0,0,0,1,10
120.0,600.0,50,324.0,1.1448763250883391,7.782570306444062,0,6,2,0,1,3,3,1,6,10,1,11,1,0,0,2,3
125.0,625.0,57,411.0,1.4123711340206186,6.817497252528946,0,4,2,6,5,0,1,4,5,10,5,7,0,2,1,2,3
130.0,650.0,84,543.0,1.8221476510067114,6.354687221812125,0,7,4,9,4,0,5,9,5,4,8,8,6,6,4,2,3
