sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.982509993661935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.028394553089585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,3,5.0,0.10416666666666667,10.973758279940826,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
20.0,100.0,5,15.0,0.23076923076923078,9.127449618620306,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
25.0,125.0,11,31.0,0.34831460674157305,9.848535795701348,0,1,0,0,0,0,0,0,0,3,5,0,1,0,1,0,0
30.0,150.0,18,100.0,1.0,9.481553172953257,0,3,0,0,0,0,0,0,0,4,6,2,1,1,1,0,0
35.0,175.0,32,232.0,2.0714285714285716,7.612775298829512,0,6,0,0,0,0,0,0,0,5,10,5,2,1,1,2,0
40.0,200.0,32,239.0,1.8384615384615384,7.150636155546526,0,1,0,0,0,4,0,0,0,2,15,5,1,0,0,3,1
45.0,225.0,42,411.0,2.874125874125874,7.376521389025175,0,0,3,1,0,5,0,0,0,0,17,5,5,0,0,5,1
50.0,250.0,50,489.0,3.1146496815286624,7.313534088763158,0,3,5,0,0,7,0,0,0,0,12,5,9,1,0,6,2
55.0,275.0,43,339.0,1.904494382022472,7.000730822301806,0,3,5,1,0,8,0,0,0,3,5,4,5,1,0,8,0
60.0,300.0,45,370.0,1.907216494845361,7.007586208317992,0,6,5,1,0,5,0,0,0,8,0,3,0,4,0,10,3
65.0,325.0,53,298.0,1.4396135265700483,6.911368574166825,0,9,1,0,0,0,0,0,1,6,2,7,0,11,0,7,9
70.0,350.0,53,327.0,1.5,6.543405697530596,0,6,1,1,0,0,0,0,1,5,8,8,1,7,4,2,9
75.0,375.0,60,354.0,1.5391304347826087,6.665768201515179,0,2,6,2,1,0,0,0,1,8,12,3,1,4,10,7,3
80.0,400.0,65,375.0,1.5889830508474576,7.013946631669174,0,5,9,0,1,0,0,2,0,3,12,0,1,12,6,13,1
85.0,425.0,64,421.0,1.6706349206349207,6.705378424949073,0,7,9,1,1,1,2,2,0,0,11,1,1,8,1,12,7
90.0,450.0,58,386.0,1.4789272030651341,6.35323735891783,0,5,9,6,0,2,7,0,0,0,10,1,2,2,1,6,7
95.0,475.0,69,586.0,2.1784386617100373,6.373404208001111,0,2,9,6,1,4,8,4,0,0,10,1,5,5,2,5,7
100.0,500.0,87,915.0,3.23321554770318,6.933862698182449,0,5,9,0,2,2,8,5,0,0,10,4,9,10,6,8,9
105.0,525.0,76,635.0,2.1972318339100347,5.502028052488016,0,2,7,2,2,5,2,0,1,1,6,4,10,9,11,4,10
110.0,550.0,99,710.0,2.3905723905723906,5.211707692711501,0,7,5,7,2,11,0,1,4,4,5,0,11,9,18,5,10
115.0,575.0,118,868.0,2.8552631578947367,5.760048385177017,0,8,3,13,2,10,0,7,9,8,10,0,7,11,16,10,4
120.0,600.0,95,771.0,2.519607843137255,6.062862061353267,0,9,4,13,2,3,0,7,10,9,6,2,0,11,6,12,1
125.0,625.0,83,794.0,2.5126582278481013,6.64964487101917,0,9,6,7,2,6,0,7,10,10,0,6,2,5,0,6,7
130.0,650.0,87,803.0,2.501557632398754,6.414468399135068,0,12,8,12,4,8,0,12,4,7,1,3,2,0,0,7,7
135.0,675.0,83,637.0,1.9480122324159022,6.339385636735361,0,15,3,12,4,13,0,12,0,6,4,3,1,0,0,4,6
140.0,700.0,79,538.0,1.6107784431137724,6.932148150079204,0,13,0,6,5,11,1,2,0,12,9,4,1,0,1,3,11
145.0,725.0,72,439.0,1.3303030303030303,6.784807850958852,0,10,0,7,10,7,1,1,0,8,3,5,1,2,6,6,5
150.0,750.0,92,589.0,1.790273556231003,6.2781509572364715,0,7,0,13,7,8,1,2,2,7,4,8,0,8,13,11,1
155.0,775.0,105,758.0,2.303951367781155,5.8165260198816195,0,10,0,17,6,8,1,4,6,10,7,4,0,5,9,12,6
160.0,800.0,111,1046.0,3.16969696969697,6.494750890639067,0,14,1,17,11,8,6,4,13,10,4,0,0,3,0,9,11
165.0,825.0,96,999.0,2.955621301775148,7.0527313837199515,0,14,3,12,6,2,13,4,13,5,7,0,0,3,0,6,8
170.0,850.0,73,747.0,2.277439024390244,6.307839045968659,0,14,4,3,0,0,13,1,13,4,12,0,1,0,1,3,4
175.0,875.0,92,860.0,2.5748502994011977,6.331033595217745,0,16,7,2,0,1,7,7,8,9,8,3,1,0,5,7,11
180.0,900.0,105,1048.0,3.1471471471471473,6.246888467482032,0,17,7,2,2,4,2,7,2,15,4,7,1,0,10,8,17
185.0,925.0,113,1291.0,3.8652694610778444,5.64917537430113,0,20,3,3,7,3,2,2,3,22,6,2,1,3,15,8,13
190.0,950.0,124,1558.0,4.664670658682635,5.644096990151316,0,22,6,3,12,2,7,6,4,24,7,0,0,7,15,3,6
195.0,975.0,133,1849.0,5.70679012345679,5.70792353414133,0,24,9,7,8,2,9,12,2,24,2,0,0,13,9,1,11
200.0,1000.0,119,1616.0,5.17948717948718,5.4637212892831215,0,19,12,8,7,2,13,6,7,19,0,0,1,9,0,2,14
205.0,1025.0,102,1055.0,3.3492063492063493,5.637475389442225,0,14,7,8,9,0,18,1,7,12,0,1,7,2,7,0,9
210.0,1050.0,87,653.0,1.996941896024465,6.203238348610066,0,8,3,2,9,1,18,6,9,5,0,1,12,0,8,0,5
215.0,1075.0,81,582.0,1.7270029673590503,6.011450728098878,0,6,4,1,3,3,13,10,8,2,0,1,13,0,6,0,11
220.0,1100.0,92,617.0,1.804093567251462,5.873297570377257,0,4,6,6,4,0,8,4,12,6,3,2,13,0,13,1,10
225.0,1125.0,91,569.0,1.6397694524495676,6.056646006118882,0,7,1,8,7,0,3,2,12,13,6,6,7,0,9,1,9
230.0,1150.0,90,540.0,1.5976331360946745,6.157212669795656,0,15,0,9,7,0,6,5,8,16,8,2,0,2,0,4,8
235.0,1175.0,96,621.0,1.8704819277108433,6.308390486031372,0,15,1,9,2,0,12,5,7,12,10,6,0,8,0,1,8
240.0,1200.0,87,601.0,1.8492307692307692,6.465217823328014,0,10,0,9,3,3,15,1,12,4,5,6,1,11,0,5,2
245.0,1225.0,72,582.0,1.7962962962962963,6.556652024917395,0,7,2,3,3,5,13,6,6,2,1,6,2,11,0,5,0
250.0,1250.0,83,636.0,1.944954128440367,6.087702197126753,0,9,3,0,1,8,12,11,3,8,7,3,7,11,0,0,0
255.0,1275.0,102,742.0,2.201780415430267,5.2602531643333705,0,10,5,0,6,11,9,13,7,16,8,3,7,5,1,0,1
260.0,1300.0,94,647.0,1.880813953488372,5.8488800090386786,0,10,2,0,10,8,7,7,12,15,8,6,0,1,6,1,1
265.0,1325.0,89,795.0,2.2910662824207493,6.831433807070679,0,11,0,0,5,0,9,10,13,10,10,4,0,0,12,4,1
270.0,1350.0,93,964.0,2.8862275449101795,6.310224967255984,0,13,0,3,5,5,6,7,13,3,14,7,2,1,12,2,0
275.0,1375.0,116,1383.0,4.268518518518518,6.126826928691369,0,15,0,3,11,1,7,6,13,4,15,14,3,5,12,7,0
280.0,1400.0,117,1499.0,4.713836477987422,5.209901603928303,0,17,0,2,6,6,13,8,13,0,11,15,6,5,6,9,0
285.0,1425.0,100,1075.0,3.208955223880597,5.505244608629607,0,13,0,3,0,12,13,7,18,4,9,10,5,0,3,3,0
290.0,1450.0,104,1061.0,3.1205882352941177,6.212961210512064,0,5,0,3,0,17,9,4,24,6,10,9,5,0,9,2,1
295.0,1475.0,95,1113.0,3.2639296187683287,6.244642581249579,0,4,3,1,1,13,4,10,25,6,6,2,7,0,7,3,3
300.0,1500.0,111,1349.0,4.002967359050445,6.201994784396341,0,7,5,5,4,7,4,11,25,6,5,7,8,1,6,7,3
305.0,1525.0,115,1271.0,3.7940298507462686,6.0028399956657745,0,4,7,5,4,7,2,4,19,0,11,13,8,5,13,10,3
310.0,1550.0,110,1049.0,3.15015015015015,5.172678379061718,0,5,4,1,4,7,7,7,14,2,7,12,8,7,13,12,0
315.0,1575.0,98,668.0,2.0,5.504181536419815,0,8,9,1,4,11,11,6,15,4,2,6,2,3,7,9,0
320.0,1600.0,74,399.0,1.2201834862385321,5.86259484755036,0,2,9,1,0,13,7,8,12,7,2,3,1,4,5,0,0
325.0,1625.0,80,557.0,1.6827794561933536,6.482403396286259,0,2,9,1,0,10,3,13,7,10,2,4,1,8,8,2,0
330.0,1650.0,78,538.0,1.6059701492537313,6.506220509296715,0,3,4,0,1,7,3,12,12,5,6,6,1,2,10,6,0
335.0,1675.0,81,468.0,1.4268292682926829,6.326788936665469,0,3,2,0,6,9,0,6,13,0,13,2,5,0,5,12,5
340.0,1700.0,92,580.0,1.7846153846153847,6.20729090043567,0,5,5,1,7,5,0,4,10,0,16,3,7,0,6,12,11
345.0,1725.0,90,639.0,1.9541284403669725,5.870003048490637,0,8,4,1,2,7,2,2,6,0,13,4,7,0,7,9,18
350.0,1750.0,73,566.0,1.7415384615384615,5.776838809616392,0,4,5,0,1,13,2,6,5,1,6,0,1,0,7,4,18
355.0,1775.0,87,803.0,2.45565749235474,6.527359379863613,0,1,11,0,1,10,3,12,6,3,0,3,5,0,7,7,18
360.0,1800.0,90,886.0,2.7177914110429446,6.193521215196008,0,2,8,0,0,6,3,18,12,0,1,6,10,0,5,1,18
365.0,1825.0,86,796.0,2.434250764525994,6.038507360059348,0,2,3,2,0,11,3,12,15,0,7,8,5,0,0,6,12
370.0,1850.0,75,414.0,1.2897196261682242,6.175039191879203,0,2,4,0,0,11,0,2,13,0,13,6,5,0,0,10,9
