sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.776840511640318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.036298315001828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,1,1.0,0.022727272727272728,10.958737339204944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,100.0,7,15.0,0.2727272727272727,9.167840734763683,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0
25.0,125.0,9,37.0,0.5211267605633803,9.39876087638037,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0
30.0,150.0,10,46.0,0.5476190476190477,9.445710003676465,0,2,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0
35.0,175.0,20,110.0,1.1,8.384973522246634,0,6,0,0,0,0,0,0,0,2,6,0,4,2,0,0,0
40.0,200.0,23,143.0,1.2543859649122806,8.270050643281415,0,3,3,0,2,0,0,0,0,4,8,2,1,0,0,0,0
45.0,225.0,19,114.0,0.8837209302325582,7.885824354375489,0,1,5,0,0,0,2,0,0,5,2,3,0,0,0,0,1
50.0,250.0,42,264.0,1.8461538461538463,7.062725129156724,0,4,9,0,0,0,6,0,0,7,0,6,0,6,0,1,3
55.0,275.0,48,281.0,1.7672955974842768,6.4301284100587015,0,8,8,1,0,1,10,0,0,3,0,2,0,6,0,2,7
60.0,300.0,35,235.0,1.3583815028901733,7.196415880265746,0,8,0,4,0,2,5,0,0,4,0,5,0,0,0,5,2
65.0,325.0,32,198.0,1.0702702702702702,8.336504038046247,0,4,0,4,0,0,1,0,0,6,0,10,0,0,1,2,4
70.0,350.0,34,182.0,0.9191919191919192,7.8564620260293765,0,2,2,4,0,0,5,0,0,0,0,6,1,2,6,0,6
75.0,375.0,37,144.0,0.7024390243902439,7.4954562652259815,0,4,7,2,0,1,0,2,0,0,0,3,6,1,11,0,0
80.0,400.0,49,287.0,1.3287037037037037,7.171676345975327,0,5,8,7,0,0,2,0,0,1,0,4,11,1,10,0,0
85.0,425.0,60,379.0,1.6550218340611353,7.105539795288562,0,10,6,8,0,2,7,0,0,0,0,0,12,1,4,3,7
90.0,450.0,58,409.0,1.718487394957983,7.148894423883098,0,6,7,8,0,4,6,1,0,0,2,0,6,1,0,5,12
95.0,475.0,45,302.0,1.1984126984126984,6.700487651950963,0,1,12,4,0,1,4,0,3,4,0,0,0,1,2,1,12
100.0,500.0,60,337.0,1.306201550387597,6.799077595635787,0,3,10,7,4,3,10,0,2,1,0,0,2,1,8,3,6
105.0,525.0,66,381.0,1.4486692015209126,6.544881875359322,0,2,6,7,9,8,11,2,2,3,0,0,2,3,8,3,0
110.0,550.0,72,462.0,1.7047970479704797,6.317364252348487,0,7,10,3,6,9,4,6,2,4,0,2,6,2,10,1,0
115.0,575.0,72,489.0,1.7464285714285714,6.642905350191581,0,8,7,2,6,9,7,5,2,0,0,3,9,0,9,3,2
120.0,600.0,64,368.0,1.3049645390070923,6.993539762971238,0,4,4,6,8,4,11,0,0,5,1,0,3,0,6,5,7
125.0,625.0,59,354.0,1.2464788732394365,7.361567199941243,0,3,8,12,2,1,7,1,0,10,1,0,0,1,2,1,10
130.0,650.0,69,397.0,1.3832752613240418,6.9328746222537445,0,4,8,12,1,6,2,7,2,4,2,0,1,1,7,6,6
135.0,675.0,62,334.0,1.143835616438356,6.727643641117487,0,0,7,6,8,3,5,6,1,0,3,0,4,3,7,6,3
140.0,700.0,55,307.0,1.0336700336700337,7.247669239429722,0,0,9,0,13,6,4,0,0,3,0,1,5,7,4,0,3
145.0,725.0,63,324.0,1.087248322147651,7.265865027722654,0,2,4,4,12,6,2,6,0,1,2,6,7,5,4,1,1
150.0,750.0,58,369.0,1.2466216216216217,6.822811965145045,0,0,1,5,6,6,3,6,0,5,5,2,7,0,4,2,6
155.0,775.0,62,322.0,1.0952380952380953,7.107636264785196,0,2,7,8,7,2,2,1,0,12,10,0,1,0,0,3,7
160.0,800.0,56,318.0,1.0816326530612246,6.924589960542685,0,3,8,12,8,3,0,1,0,8,4,0,1,2,2,1,3
165.0,825.0,57,308.0,1.0,7.562121880661551,0,6,2,7,6,3,4,0,2,2,1,1,6,2,7,1,7
170.0,850.0,79,501.0,1.5804416403785488,7.099307809799471,0,8,1,0,8,5,2,2,7,4,3,7,7,4,12,1,8
175.0,875.0,80,520.0,1.6455696202531647,5.982415729614201,0,4,3,4,15,3,3,6,5,2,1,6,4,9,6,1,8
180.0,900.0,77,517.0,1.6731391585760518,6.588534150755266,0,2,0,9,15,7,3,7,0,2,5,1,9,8,0,1,8
185.0,925.0,67,374.0,1.2103559870550162,7.071131386899308,0,6,0,7,9,7,0,0,0,7,10,4,8,0,0,2,7
190.0,950.0,61,365.0,1.1850649350649352,7.132485850953763,0,2,3,7,10,7,0,0,0,8,6,2,3,2,1,3,7
195.0,975.0,80,493.0,1.580128205128205,6.959593745202658,0,8,7,11,16,1,0,0,1,2,2,2,6,6,6,5,7
200.0,1000.0,81,536.0,1.6962025316455696,6.591909146157524,0,14,6,5,12,2,0,0,7,4,3,2,3,7,2,7,7
205.0,1025.0,81,555.0,1.7398119122257054,6.6880749739782654,0,19,0,0,3,4,3,5,12,8,4,1,3,3,6,7,3
210.0,1050.0,88,616.0,1.9190031152647975,6.443505458310361,0,13,3,0,2,4,5,9,9,10,1,1,8,9,10,2,2
215.0,1075.0,75,519.0,1.6688102893890675,6.657037965598425,0,8,0,0,4,7,5,6,4,6,5,4,6,6,10,0,4
220.0,1100.0,44,292.0,0.9511400651465798,7.514338464764318,0,4,0,1,3,8,0,0,4,6,8,2,0,1,4,1,2
225.0,1125.0,56,315.0,1.0361842105263157,7.6940296235867915,0,2,2,6,8,8,0,0,2,11,5,3,0,1,1,6,1
230.0,1150.0,79,516.0,1.6699029126213591,6.834179539554745,0,6,7,7,10,8,0,4,4,7,2,3,1,2,5,6,7
235.0,1175.0,85,525.0,1.6935483870967742,6.039513465810729,0,12,6,7,4,2,3,10,9,8,3,0,0,8,6,1,6
240.0,1200.0,90,577.0,1.8612903225806452,6.2181260683095285,0,11,2,7,0,1,7,9,11,9,6,2,5,12,2,6,0
245.0,1225.0,82,552.0,1.7635782747603834,6.824033097440609,0,6,6,2,0,2,10,6,6,4,1,5,11,12,4,7,0
250.0,1250.0,76,664.0,2.135048231511254,6.758778919072311,0,4,3,5,0,4,10,9,5,2,5,4,6,12,4,3,0
255.0,1275.0,63,461.0,1.5114754098360657,7.252900326196839,0,5,1,11,0,1,4,4,1,7,10,4,0,6,0,6,3
260.0,1300.0,73,473.0,1.5819397993311037,7.386337981405907,0,7,7,8,2,3,0,2,6,7,10,4,0,1,2,11,3
265.0,1325.0,80,525.0,1.75,6.116958892682891,0,4,12,7,8,3,2,2,6,5,10,2,2,6,6,5,0
270.0,1350.0,102,767.0,2.5566666666666666,5.411201505027439,0,4,18,8,12,3,8,2,3,8,10,3,2,11,8,2,0
275.0,1375.0,99,834.0,2.6816720257234725,5.44740830508432,0,6,17,8,6,3,6,4,4,8,8,6,7,8,5,3,0
280.0,1400.0,75,503.0,1.586750788643533,6.186580934305268,0,4,9,5,0,0,4,3,4,4,4,1,7,16,10,4,0
285.0,1425.0,52,333.0,1.018348623853211,6.803498893585217,0,3,3,1,1,0,6,6,1,0,1,4,7,12,6,0,1
290.0,1450.0,58,405.0,1.25,7.252505663770288,0,4,5,7,1,2,1,6,7,0,2,9,7,2,3,2,0
295.0,1475.0,60,377.0,1.212218649517685,7.015596220454155,0,1,7,12,2,4,0,2,12,1,1,6,4,3,3,2,0
300.0,1500.0,62,480.0,1.6161616161616161,7.043703780493568,0,4,10,12,7,5,0,2,6,1,4,2,1,3,1,2,2
305.0,1525.0,61,470.0,1.6151202749140894,6.358591966764042,0,8,8,12,6,1,0,2,1,4,4,3,0,5,5,0,2
310.0,1550.0,69,463.0,1.5230263157894737,6.506829339960183,0,11,7,7,2,0,0,2,7,2,0,1,1,8,11,5,5
315.0,1575.0,76,533.0,1.6867088607594938,6.845390676272496,0,11,7,0,1,0,0,0,11,8,1,7,6,7,6,6,5
320.0,1600.0,85,723.0,2.3550488599348536,6.85026181894877,0,15,7,1,5,2,0,0,7,16,4,10,6,2,0,5,5
