sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.81399808070681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.05187369438401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,3,4.0,0.08333333333333333,11.233911287757124,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
20.0,100.0,3,4.0,0.06666666666666667,10.434601933121936,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,125.0,7,32.0,0.4,10.854131556918247,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
30.0,150.0,17,97.0,1.0898876404494382,9.111783017534417,0,6,0,0,0,0,0,0,0,0,5,1,2,3,0,0,0
35.0,175.0,9,16.0,0.15841584158415842,7.008566278927619,0,2,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1
40.0,200.0,19,73.0,0.6186440677966102,8.491496429948784,0,3,4,0,0,4,1,0,0,2,0,1,4,0,0,0,0
45.0,225.0,33,214.0,1.5177304964539007,9.115475062635573,0,4,6,0,0,5,3,1,0,6,0,2,6,0,0,0,0
50.0,250.0,26,145.0,0.9666666666666667,7.66343272692077,0,3,1,0,0,0,3,5,0,4,0,1,6,0,0,1,2
55.0,275.0,27,213.0,1.2678571428571428,7.896098292540062,0,6,0,0,0,0,3,0,1,1,1,6,6,0,0,2,1
60.0,300.0,35,189.0,1.0106951871657754,8.972545072693846,0,7,0,5,1,0,0,2,1,3,3,10,0,0,0,2,1
65.0,325.0,41,265.0,1.2801932367149758,7.930612124357627,0,9,0,5,3,0,0,6,0,2,3,4,2,0,1,3,3
