sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.730296378924907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.390327851321933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,2,3.0,0.07692307692307693,11.981468279310743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20.0,100.0,0,0.0,0.0,11.214049404233872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,125.0,6,13.0,0.18309859154929578,11.100000740591355,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0
30.0,150.0,15,68.0,0.7311827956989247,10.566055615948402,0,3,3,0,0,0,0,0,0,4,2,1,0,1,1,0,0
35.0,175.0,10,56.0,0.5233644859813084,8.923939248126052,0,1,5,0,0,0,0,0,0,1,0,1,0,1,1,0,0
40.0,200.0,28,142.0,1.1833333333333333,7.4718846459837716,0,2,7,0,0,4,5,0,0,0,0,4,0,1,1,2,2
45.0,225.0,50,244.0,1.8484848484848484,6.612301624287319,0,3,5,0,0,9,9,1,0,3,0,10,0,1,0,5,4
50.0,250.0,43,315.0,2.1724137931034484,6.198443567335424,0,6,1,1,0,4,3,2,0,1,0,13,0,1,0,7,4
55.0,275.0,25,146.0,0.8957055214723927,7.803342442063355,0,0,1,3,0,0,0,0,0,2,0,10,0,6,0,3,0
60.0,300.0,24,132.0,0.7374301675977654,8.917855884866192,0,0,1,0,0,1,0,0,0,3,0,7,2,9,1,0,0
65.0,325.0,28,118.0,0.6020408163265306,8.678933185203121,0,4,1,3,3,1,0,0,0,0,1,6,1,3,0,5,0
70.0,350.0,31,139.0,0.6682692307692307,8.011316971477381,0,7,2,7,3,1,1,0,2,0,2,2,2,0,1,1,0
75.0,375.0,48,257.0,1.1953488372093024,7.684155580863789,0,5,2,5,4,1,4,0,4,0,7,7,7,0,1,1,0
80.0,400.0,50,274.0,1.2286995515695067,6.780236575936105,0,2,4,0,1,0,0,4,1,0,10,14,8,1,1,2,2
85.0,425.0,53,302.0,1.3017241379310345,6.895594758890682,0,3,1,4,1,2,2,11,0,3,5,10,6,0,1,4,0
90.0,450.0,45,257.0,1.0447154471544715,7.612990345199634,0,2,2,9,1,2,5,9,0,4,0,3,6,0,0,2,0
