sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.346550773370563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.29958328725412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,3,4.0,0.0851063829787234,10.760260606297242,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20.0,100.0,2,3.0,0.047619047619047616,9.217359446747976,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,125.0,14,51.0,0.6455696202531646,9.76776648719806,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0
30.0,150.0,26,154.0,1.6041666666666667,8.656186172626505,0,5,7,0,0,0,0,0,0,5,5,0,0,2,2,0,0
35.0,175.0,19,105.0,0.9813084112149533,6.826971892363984,0,1,9,0,0,0,2,0,0,2,2,0,2,0,0,0,1
40.0,200.0,24,111.0,0.9487179487179487,7.650246336885398,0,4,7,0,0,2,3,0,0,0,0,3,0,0,0,0,5
45.0,225.0,28,157.0,1.2265625,7.954214873463494,0,5,2,0,0,5,4,0,0,1,0,7,0,0,0,3,1
50.0,250.0,13,65.0,0.4513888888888889,8.941132140110012,0,0,2,0,2,2,0,1,0,0,0,1,0,0,0,5,0
55.0,275.0,20,48.0,0.31788079470198677,8.565343515289252,0,2,4,0,0,0,1,0,0,1,2,6,2,1,1,0,0
60.0,300.0,37,191.0,1.1790123456790123,8.350110697851003,0,4,6,0,0,0,1,0,0,2,4,9,1,4,5,1,0
65.0,325.0,34,212.0,1.2325581395348837,7.9685093284655295,0,1,8,6,0,2,1,2,0,0,0,3,1,4,5,1,0
70.0,350.0,34,118.0,0.6310160427807486,7.542030764356657,0,1,3,1,0,4,6,0,2,2,4,2,6,0,1,0,2
75.0,375.0,44,238.0,1.2205128205128206,7.48175505644619,0,1,2,0,0,4,11,1,0,4,4,4,6,0,4,1,2
80.0,400.0,40,257.0,1.2355769230769231,8.511599974995873,0,0,2,0,0,0,5,1,4,7,0,6,0,0,6,4,5
85.0,425.0,31,189.0,0.8790697674418605,8.171580033544574,0,1,0,0,1,1,1,1,4,7,1,0,2,0,1,1,10
90.0,450.0,40,181.0,0.8116591928251121,7.508981620433049,0,2,5,4,0,2,2,5,0,2,1,3,1,1,4,4,4
95.0,475.0,46,283.0,1.225108225108225,8.189444476799245,0,0,9,6,0,1,1,6,0,1,0,3,0,7,4,8,0
100.0,500.0,41,211.0,0.890295358649789,7.694300637930737,0,3,7,9,1,1,4,1,0,4,0,0,1,6,0,3,1
105.0,525.0,52,301.0,1.2235772357723578,7.086679071564149,0,5,4,12,0,4,8,6,2,0,2,2,1,0,0,0,6
110.0,550.0,43,248.0,0.9959839357429718,7.341604681073541,0,0,4,6,0,0,3,8,1,3,3,4,0,0,0,5,6
115.0,575.0,37,161.0,0.6363636363636364,7.849045116549293,0,0,2,0,0,0,5,2,1,3,5,1,1,0,2,8,7
120.0,600.0,60,310.0,1.225296442687747,7.869809114263026,0,4,6,0,4,5,9,0,1,0,6,6,1,1,6,4,7
125.0,625.0,39,238.0,0.9596774193548387,7.3049243529489525,0,0,9,0,2,4,3,2,0,2,1,6,0,2,7,0,1
130.0,650.0,30,118.0,0.4701195219123506,8.205929684037603,0,1,3,0,0,1,5,2,0,4,0,1,3,5,2,3,0
135.0,675.0,43,198.0,0.7704280155642024,8.669276808822229,0,3,3,0,0,2,9,6,0,1,2,4,0,5,5,1,2
140.0,700.0,39,224.0,0.8517110266159695,7.93119615507085,0,1,3,0,0,0,4,6,1,4,0,7,0,0,5,6,2
145.0,725.0,37,196.0,0.7452471482889734,8.054615806707366,0,2,3,0,2,0,5,0,0,6,1,2,2,0,0,8,6
150.0,750.0,56,249.0,0.9325842696629213,7.705184732180455,0,6,0,0,6,0,11,0,0,2,5,4,0,1,5,9,7
155.0,775.0,47,233.0,0.8661710037174721,7.142652509137034,0,4,5,1,5,4,5,2,0,4,0,4,0,1,5,6,1
160.0,800.0,42,220.0,0.8178438661710037,7.49392215430194,0,3,7,6,0,0,5,2,0,6,0,1,0,2,2,8,0
165.0,825.0,69,375.0,1.3736263736263736,7.512291832627443,0,5,3,12,0,5,7,5,0,9,1,4,6,2,6,3,1
170.0,850.0,76,438.0,1.5812274368231047,6.6036461541209555,0,3,0,7,0,8,9,5,2,5,6,6,6,0,6,7,6
175.0,875.0,53,294.0,1.053763440860215,6.808528132291878,0,7,0,7,1,2,3,0,1,5,1,7,0,0,2,11,6
180.0,900.0,63,413.0,1.5296296296296297,7.339604961696125,0,8,0,12,6,1,6,0,0,6,1,5,2,0,3,13,0
185.0,925.0,70,477.0,1.7220216606498195,6.849498048967597,0,5,1,6,7,8,11,0,0,3,4,3,1,1,5,15,0
190.0,950.0,63,446.0,1.6159420289855073,6.492844331912286,0,3,0,1,6,12,6,0,0,8,0,3,0,7,5,12,0
195.0,975.0,70,397.0,1.4280575539568345,6.990180528063002,0,6,2,5,12,9,5,0,0,9,0,2,2,11,0,7,0
200.0,1000.0,64,385.0,1.3604240282685511,6.824463748917276,0,7,2,5,6,4,11,2,2,5,1,4,3,6,2,4,0
205.0,1025.0,45,271.0,0.9377162629757786,7.254475927785008,0,4,0,0,0,5,12,0,0,1,2,6,6,0,6,2,1
210.0,1050.0,58,320.0,1.118881118881119,7.469358689838564,0,2,0,0,2,2,6,0,3,6,2,3,6,0,12,8,6
215.0,1075.0,65,353.0,1.2299651567944252,7.162739928227576,0,4,0,2,1,5,4,0,5,7,3,3,0,2,6,12,11
220.0,1100.0,65,409.0,1.4401408450704225,6.5951103473098955,0,1,0,8,7,8,8,0,0,5,2,3,0,2,1,14,6
225.0,1125.0,62,371.0,1.325,6.8939179452471855,0,1,1,6,12,7,7,1,0,8,0,0,2,5,1,11,0
230.0,1150.0,54,322.0,1.0952380952380953,7.068903078895029,0,3,3,0,6,5,6,0,0,11,2,2,2,8,0,4,2
235.0,1175.0,36,208.0,0.6956521739130435,7.636205508524718,0,0,0,1,0,3,10,0,2,8,1,5,2,2,2,0,0
240.0,1200.0,45,232.0,0.7733333333333333,7.39534971014839,0,3,0,4,0,3,10,2,0,6,1,3,2,0,7,2,2
245.0,1225.0,61,337.0,1.1270903010033444,7.1536363904606075,0,6,0,4,0,7,4,0,1,10,4,5,2,2,6,2,8
250.0,1250.0,61,418.0,1.416949152542373,6.614944040735189,0,1,0,6,4,9,1,0,1,10,4,5,3,0,1,6,10
255.0,1275.0,57,388.0,1.3108108108108107,7.138276361705081,0,0,1,5,4,3,7,0,1,10,2,1,2,6,1,11,3
260.0,1300.0,55,346.0,1.1689189189189189,7.165589831787983,0,1,3,0,6,1,5,1,1,6,2,4,4,12,1,7,1
265.0,1325.0,66,381.0,1.2828282828282829,6.975316279582992,0,2,1,2,11,3,7,0,0,1,1,5,9,18,3,0,3
270.0,1350.0,73,611.0,2.0231788079470197,7.29722942853496,0,3,0,2,6,5,8,0,0,1,3,6,5,19,7,2,6
275.0,1375.0,57,472.0,1.5785953177257526,7.012505538671968,0,1,0,1,0,0,2,6,0,1,5,3,0,13,11,6,8
280.0,1400.0,53,247.0,0.8487972508591065,6.685468541972586,0,4,0,1,0,0,1,6,0,7,5,6,1,3,5,6,8
285.0,1425.0,62,301.0,1.0636042402826855,7.124104519764888,0,9,3,1,0,0,6,1,7,8,6,9,0,2,0,6,4
