sim_step,simulation_time,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_mean_queue_length,queue_length_0,queue_length_1,queue_length_10,queue_length_11,queue_length_12,queue_length_13,queue_length_14,queue_length_15,queue_length_2,queue_length_3,queue_length_4,queue_length_5,queue_length_6,queue_length_7,queue_length_8,queue_length_9
5.0,25.0,0,0.0,0.0,13.342936294540834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,50.0,0,0.0,0.0,13.21429723635656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,75.0,1,1.0,0.023255813953488372,11.736373632104105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,100.0,5,16.0,0.27586206896551724,9.795564356020877,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
25.0,125.0,12,62.0,0.9253731343283582,9.312325945826995,0,1,2,0,0,0,0,0,0,2,0,6,1,0,0,0,0
30.0,150.0,18,80.0,0.9876543209876543,7.721244211345972,0,4,3,0,0,0,0,0,0,2,3,2,1,2,1,0,0
35.0,175.0,8,36.0,0.3956043956043956,8.076400084026341,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1
40.0,200.0,18,104.0,1.0,9.89758701428222,0,2,3,0,0,0,0,0,0,0,7,0,0,0,0,2,4
45.0,225.0,23,130.0,1.1304347826086956,8.764584839717054,0,4,4,0,0,0,2,0,0,2,1,0,1,0,0,4,5
50.0,250.0,6,26.0,0.208,7.8370168777206555,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0
55.0,275.0,16,47.0,0.3357142857142857,9.602433658445301,0,1,1,1,0,1,1,0,0,3,0,3,5,0,0,0,0
60.0,300.0,27,152.0,0.9934640522875817,9.094393374257619,0,1,2,2,0,3,1,1,0,3,1,3,7,0,2,0,1
65.0,325.0,32,123.0,0.7409638554216867,6.595716094417235,0,0,1,0,0,5,1,0,4,1,3,1,3,0,8,4,1
70.0,350.0,44,183.0,1.0397727272727273,7.474226684324074,0,0,5,3,0,1,0,1,1,3,6,0,4,0,7,9,4
75.0,375.0,41,258.0,1.4021739130434783,7.930483256321607,0,2,7,4,1,0,0,4,1,4,2,0,4,0,0,4,8
80.0,400.0,34,163.0,0.8190954773869347,7.562528609853987,0,3,2,0,1,0,0,8,1,1,1,0,2,2,3,3,7
85.0,425.0,35,178.0,0.8557692307692307,8.319530755924983,0,5,1,0,1,0,0,3,0,3,1,1,7,0,3,4,6
